date,rate_pct,rate_level,rate_change_12m_pp,rate_direction,market_trailing_return_12m,market_volatility_6m,market_regime,economic_cycle
2016-03-31,0.33,Low (<2%),0.31,Stable,-0.08185793277797582,0.15832752800283045,Bear / Calm,Expansion
2016-04-30,0.21,Low (<2%),0.18,Stable,-0.003941168421491281,0.1776469398753702,Bear / Calm,Expansion
2016-05-31,0.22,Low (<2%),0.21,Stable,-0.009690656406761256,0.13199170361782622,Bear / Calm,Expansion
2016-06-30,0.34,Low (<2%),0.33,Stable,-0.0049539676749033035,0.13392121977684943,Bear / Calm,Expansion
2016-07-31,0.26,Low (<2%),0.25,Stable,0.017328207482185443,0.12996872758239214,Bull / Calm,Expansion
2016-08-31,0.27,Low (<2%),0.19,Stable,0.03315841834517408,0.09326656391748801,Bull / Calm,Expansion
2016-09-30,0.33,Low (<2%),0.25,Stable,0.10078689168715793,0.09158065304237639,Bull / Calm,Expansion
2016-10-31,0.28,Low (<2%),0.29000000000000004,Stable,0.1292896394569838,0.050480469667347073,Bull / Calm,Expansion
2016-11-30,0.34,Low (<2%),0.26,Stable,0.022502016247627266,0.06451862698038505,Bull / Calm,Expansion
2016-12-31,0.48,Low (<2%),0.26,Stable,0.056911931535803095,0.07621004939260759,Bull / Calm,Expansion
2017-01-31,0.5,Low (<2%),0.33999999999999997,Stable,0.09535022667283655,0.07619863780125054,Bull / Calm,Expansion
2017-02-28,0.52,Low (<2%),0.2,Stable,0.17453002136721207,0.06589582641704067,Bull / Calm,Expansion
2017-03-31,0.53,Low (<2%),0.2,Stable,0.22327047839549463,0.07471482779829583,Bull / Calm,Expansion
2017-04-30,0.75,Low (<2%),0.54,Stable,0.14709622666221778,0.0742969252293378,Bull / Calm,Expansion
2017-05-31,0.79,Low (<2%),0.5700000000000001,Stable,0.15440850956484375,0.04987994121771498,Bull / Calm,Expansion
2017-06-30,0.96,Low (<2%),0.6199999999999999,Stable,0.15014669161765015,0.04361665384856502,Bull / Calm,Expansion
2017-07-31,1.01,Low (<2%),0.75,Stable,0.1546314609248347,0.04575264911908281,Bull / Calm,Expansion
2017-08-31,1.05,Low (<2%),0.78,Rising,0.13650162764153384,0.04614521544694747,Bull / Calm,Expansion
2017-09-30,0.99,Low (<2%),0.6599999999999999,Stable,0.13851077083078667,0.0257999883272862,Bull / Calm,Expansion
2017-10-31,1.04,Low (<2%),0.76,Rising,0.161921755467765,0.0263760666926948,Bull / Calm,Expansion
2017-11-30,1.13,Low (<2%),0.7899999999999998,Rising,0.21123162902427572,0.030538420031372634,Bull / Calm,Expansion
2017-12-31,1.25,Low (<2%),0.77,Rising,0.20409676487393424,0.03698194459628091,Bull / Calm,Expansion
2018-01-31,1.37,Low (<2%),0.8700000000000001,Rising,0.1941996552328793,0.0339924591375413,Bull / Calm,Expansion
2018-02-28,1.44,Low (<2%),0.9199999999999999,Rising,0.2391272487608005,0.06605402749868192,Bull / Calm,Expansion
2018-03-31,1.63,Low (<2%),1.0999999999999999,Rising,0.14815716499221354,0.10807459351855571,Bull / Calm,Expansion
2018-04-30,1.7,Low (<2%),0.95,Rising,0.11772455048983232,0.12344205152091459,Bull / Calm,Expansion
2018-05-31,1.84,Low (<2%),1.05,Rising,0.11066609473193023,0.12127768626112546,Bull / Calm,Expansion
2018-06-30,1.89,Low (<2%),0.9299999999999999,Rising,0.12168088761990026,0.11865856958282175,Bull / Calm,Expansion
2018-07-31,1.89,Low (<2%),0.8799999999999999,Rising,0.12171288216832732,0.11828779119426643,Bull / Calm,Expansion
2018-08-31,1.99,Low (<2%),0.94,Rising,0.1400599050299609,0.09840633498468594,Bull / Calm,Expansion
2018-09-30,2.07,Moderate (2-4%),1.0799999999999998,Rising,0.17392030998398034,0.07975435307489463,Bull / Calm,Expansion
2018-10-31,2.15,Moderate (2-4%),1.1099999999999999,Rising,0.1566349613476652,0.05070666863771398,Bull / Calm,Expansion
2018-11-30,2.29,Moderate (2-4%),1.1600000000000001,Rising,0.05299658285035491,0.13337328484956668,Bull / Calm,Expansion
2018-12-31,2.32,Moderate (2-4%),1.0699999999999998,Rising,0.042525566905510015,0.13232745367377913,Bull / Calm,Expansion
2019-01-31,2.4,Moderate (2-4%),1.0299999999999998,Rising,-0.0623725984962068,0.18915860241787932,Bear / Volatile,Expansion
2019-02-28,2.36,Moderate (2-4%),0.9199999999999999,Rising,-0.04239306414154331,0.22199204203888256,Bear / Volatile,Expansion
2019-03-31,2.4,Moderate (2-4%),0.77,Rising,0.026036969918984187,0.22178945603292627,Bull / Volatile,Expansion
2019-04-30,2.35,Moderate (2-4%),0.6500000000000001,Stable,0.07328258360632933,0.2240019431974533,Bull / Volatile,Expansion
2019-05-31,2.38,Moderate (2-4%),0.5399999999999998,Stable,0.11245256842054596,0.19767440494882121,Bull / Volatile,Expansion
2019-06-30,2.3,Moderate (2-4%),0.4099999999999999,Stable,0.01729588496700507,0.22810868485828317,Bull / Volatile,Expansion
2019-07-31,2.08,Moderate (2-4%),0.19000000000000017,Stable,0.08217787973966195,0.17846577564900862,Bull / Calm,Expansion
2019-08-31,2.04,Moderate (2-4%),0.050000000000000044,Stable,0.058264540041700785,0.1566478682860463,Bull / Calm,Expansion
2019-09-30,1.95,Low (<2%),-0.11999999999999988,Stable,0.008595474523136026,0.16198179786970296,Bull / Calm,Expansion
2019-10-31,1.84,Low (<2%),-0.30999999999999983,Stable,0.021537556944893455,0.1618895440619166,Bull / Calm,Expansion
2019-11-30,1.51,Low (<2%),-0.78,Falling,0.12015166259771615,0.15551272758695625,Bull / Calm,Expansion
2019-12-31,1.56,Low (<2%),-0.7599999999999998,Falling,0.13796616490011715,0.09867653740000014,Bull / Calm,Expansion
2020-01-31,1.52,Low (<2%),-0.8799999999999999,Falling,0.2887807022515845,0.06341551643453433,Bull / Calm,Expansion
2020-02-29,1.52,Low (<2%),-0.8399999999999999,Falling,0.1928256732533442,0.0682056397825041,Bull / Calm,Expansion
2020-03-31,1.25,Low (<2%),-1.15,Falling,0.060955500312092514,0.15282426635934493,Bull / Calm,Expansion
2020-04-30,0.11,Low (<2%),-2.24,Falling,-0.08813499261221347,0.23188486859833793,Bear / Volatile,Recession
2020-05-31,0.09,Low (<2%),-2.29,Falling,-0.01133811034533061,0.3126220148973105,Bear / Volatile,Recession
2020-06-30,0.14,Low (<2%),-2.1599999999999997,Falling,0.10619317666684003,0.31624855776534094,Bull / Volatile,Expansion
2020-07-31,0.16,Low (<2%),-1.9200000000000002,Falling,0.05388951810161613,0.31422693049629774,Bull / Volatile,Expansion
2020-08-31,0.09,Low (<2%),-1.95,Falling,0.09755140143431529,0.325046073269951,Bull / Volatile,Expansion
2020-09-30,0.11,Low (<2%),-1.8399999999999999,Falling,0.19609019269561978,0.29404402831371135,Bull / Volatile,Expansion
2020-10-31,0.1,Low (<2%),-1.74,Falling,0.12975940493049665,0.19115055840905903,Bull / Volatile,Expansion
2020-11-30,0.09,Low (<2%),-1.42,Falling,0.07650874315595924,0.15615140414200385,Bull / Calm,Expansion
2020-12-31,0.08,Low (<2%),-1.48,Falling,0.15302545872069495,0.19898732481493633,Bull / Volatile,Expansion
2021-01-31,0.09,Low (<2%),-1.43,Falling,0.16258923055706176,0.19796634422273537,Bull / Volatile,Expansion
2021-02-28,0.06,Low (<2%),-1.46,Falling,0.15151664467863024,0.20297883026060662,Bull / Volatile,Expansion
2021-03-31,0.04,Low (<2%),-1.21,Falling,0.2900697781948409,0.1873179150239203,Bull / Volatile,Expansion
2021-04-30,0.03,Low (<2%),-0.08,Stable,0.5371450626511303,0.16429024321901833,Bull / Calm,Expansion
2021-05-31,0.01,Low (<2%),-0.08,Stable,0.43562936105373384,0.13420402629167666,Bull / Calm,Expansion
2021-06-30,0.01,Low (<2%),-0.13,Stable,0.380972956881811,0.0832830704723137,Bull / Calm,Expansion
2021-07-31,0.05,Low (<2%),-0.11,Stable,0.3861606320225206,0.08088333804844704,Bull / Calm,Expansion
2021-08-31,0.06,Low (<2%),-0.03,Stable,0.34365587571392275,0.05743937271095581,Bull / Calm,Expansion
2021-09-30,0.04,Low (<2%),-0.07,Stable,0.29207987294652327,0.05728557980519608,Bull / Calm,Expansion
2021-10-31,0.04,Low (<2%),-0.060000000000000005,Stable,0.2808623369201606,0.1170481359704219,Bull / Calm,Expansion
2021-11-30,0.05,Low (<2%),-0.039999999999999994,Stable,0.4083902976879674,0.1316773523806783,Bull / Calm,Expansion
2021-12-31,0.05,Low (<2%),-0.03,Stable,0.26103443691858996,0.13591830772152144,Bull / Calm,Expansion
2022-01-31,0.06,Low (<2%),-0.03,Stable,0.2689273866137125,0.1420515521499077,Bull / Calm,Expansion
2022-02-28,0.24,Low (<2%),0.18,Stable,0.21573991356507927,0.17276468423523342,Bull / Calm,Expansion
2022-03-31,0.37,Low (<2%),0.33,Stable,0.14766935268444836,0.17418325112570893,Bull / Calm,Expansion
2022-04-30,0.51,Low (<2%),0.48,Stable,0.1403311641516658,0.16434202467408793,Bull / Calm,Expansion
2022-05-31,0.83,Low (<2%),0.82,Rising,-0.011776547476852861,0.17691497670554698,Bear / Calm,Expansion
2022-06-30,1.13,Low (<2%),1.1199999999999999,Rising,-0.01711657479886508,0.1782715658790103,Bear / Calm,Expansion
2022-07-31,1.66,Low (<2%),1.6099999999999999,Rising,-0.11916698480221055,0.16786419060016436,Bear / Calm,Expansion
2022-08-31,2.34,Moderate (2-4%),2.28,Rising,-0.06028533936374103,0.24186386232248852,Bear / Volatile,Expansion
2022-09-30,2.87,Moderate (2-4%),2.83,Rising,-0.12551853186991901,0.2444078872597183,Bear / Volatile,Expansion
2022-10-31,3.22,Moderate (2-4%),3.18,Rising,-0.16759447743453126,0.24878870191971597,Bear / Volatile,Expansion
2022-11-30,4.06,High (>=4%),4.01,Rising,-0.15924851391322437,0.27648303304965677,Bear / Volatile,Expansion
2022-12-31,4.27,High (>=4%),4.22,Rising,-0.10661044286799326,0.29037392209144847,Bear / Volatile,Expansion
2023-01-31,4.3,High (>=4%),4.24,Rising,-0.1944282720342927,0.2746140457125181,Bear / Volatile,Expansion
2023-02-28,4.58,High (>=4%),4.34,Rising,-0.09720847427606383,0.2549468275725713,Bear / Volatile,Expansion
2023-03-31,4.72,High (>=4%),4.35,Rising,-0.09231723445491091,0.24939443377798537,Bear / Volatile,Expansion
2023-04-30,4.68,High (>=4%),4.17,Rising,-0.09294966308410613,0.18941130989565258,Bear / Volatile,Expansion
2023-05-31,4.95,High (>=4%),4.12,Rising,0.009087715205739144,0.16421116579540837,Bull / Calm,Expansion
2023-06-30,5.26,High (>=4%),4.13,Rising,0.011538830126710975,0.14926551480000877,Bull / Calm,Expansion
2023-07-31,5.17,High (>=4%),3.51,Rising,0.17567589530959093,0.12253142921963507,Bull / Calm,Expansion
2023-08-31,5.28,High (>=4%),2.9400000000000004,Rising,0.11105029369296049,0.10747077865124882,Bull / Calm,Expansion
2023-09-30,5.32,High (>=4%),2.45,Rising,0.1397370812262959,0.09909389001889292,Bull / Calm,Expansion
2023-10-31,5.32,High (>=4%),2.1,Rising,0.1959018703997495,0.1359945779194966,Bull / Calm,Expansion
2023-11-30,5.33,High (>=4%),1.2700000000000005,Rising,0.08311505375598305,0.14130434184960275,Bull / Calm,Expansion
2023-12-31,5.25,High (>=4%),0.9800000000000004,Rising,0.11952856281464053,0.18799919489195113,Bull / Volatile,Expansion
2024-01-31,5.2,High (>=4%),0.9000000000000004,Rising,0.24230500797629895,0.17720050150219072,Bull / Calm,Expansion
2024-02-29,5.22,High (>=4%),0.6399999999999997,Stable,0.18864980284174737,0.17468477306256452,Bull / Calm,Expansion
2024-03-31,5.25,High (>=4%),0.5300000000000002,Stable,0.2836467500944242,0.17570028933943796,Bull / Calm,Expansion
2024-04-30,5.23,High (>=4%),0.5500000000000007,Stable,0.27864532554994037,0.12894333681270229,Bull / Calm,Expansion
2024-05-31,5.25,High (>=4%),0.2999999999999998,Stable,0.20775011871866988,0.1508933778329373,Bull / Calm,Expansion
2024-06-30,5.25,High (>=4%),-0.009999999999999787,Stable,0.2626134715965296,0.12169132192060242,Bull / Calm,Expansion
2024-07-31,5.22,High (>=4%),0.04999999999999982,Stable,0.2269694103097326,0.1187586874279209,Bull / Calm,Expansion
2024-08-31,5.15,High (>=4%),-0.1299999999999999,Stable,0.2033880991978243,0.11961491138408484,Bull / Calm,Expansion
2024-09-30,4.98,High (>=4%),-0.33999999999999986,Stable,0.25306693640426325,0.1092161388759391,Bull / Calm,Expansion
2024-10-31,4.52,High (>=4%),-0.8000000000000007,Falling,0.3438463271040999,0.10710268733516677,Bull / Calm,Expansion
2024-11-30,4.44,High (>=4%),-0.8899999999999997,Falling,0.36044886762009853,0.06874449484356428,Bull / Calm,Expansion
2024-12-31,4.39,High (>=4%),-0.8600000000000003,Falling,0.3206314069679761,0.07805879357089199,Bull / Calm,Expansion
2025-01-31,4.23,High (>=4%),-0.9699999999999998,Falling,0.23309002343424012,0.09896905549877881,Bull / Calm,Expansion
2025-02-28,4.2,High (>=4%),-1.0199999999999996,Falling,0.2465881578102782,0.10087889527872752,Bull / Calm,Expansion
2025-03-31,4.2,High (>=4%),-1.0499999999999998,Falling,0.16840355341840563,0.10772480309566995,Bull / Calm,Expansion
2025-04-30,4.21,High (>=4%),-1.0200000000000005,Falling,0.06803886177273677,0.1400003036024533,Bull / Calm,Expansion
2025-05-31,4.2,High (>=4%),-1.0499999999999998,Falling,0.10591798212233705,0.13979670080137258,Bull / Calm,Expansion
2025-06-30,4.25,High (>=4%),-1.0,Falling,0.12016655656650332,0.14424982958356022,Bull / Calm,Expansion
2025-07-31,4.24,High (>=4%),-0.9799999999999995,Falling,0.13633787093929461,0.15471236488007725,Bull / Calm,Expansion
2025-08-31,4.24,High (>=4%),-0.9100000000000001,Falling,0.14796196529164862,0.15346264951202102,Bull / Calm,Expansion
2025-09-30,4.05,High (>=4%),-0.9300000000000006,Falling,0.14373271675477084,0.14856011642658137,Bull / Calm,Expansion
2025-10-31,3.86,Moderate (2-4%),-0.6599999999999997,Stable,0.1606912273200516,0.08500985377767449,Bull / Calm,Expansion
2025-11-30,3.73,Moderate (2-4%),-0.7100000000000004,Stable,0.19888877497034163,0.06000494229949556,Bull / Calm,Expansion
2025-12-31,3.73,Moderate (2-4%),-0.6599999999999997,Stable,0.13538768724835704,0.05640068513966893,Bull / Calm,Expansion
2026-01-31,3.57,Moderate (2-4%),-0.6600000000000006,Stable,0.1638780638006745,0.04766675439663393,Bull / Calm,Expansion
2026-02-28,3.58,Moderate (2-4%),-0.6200000000000001,Stable,0.148745231288808,0.046958203349877534,Bull / Calm,Expansion
2026-03-31,3.59,Moderate (2-4%),-0.6100000000000003,Stable,0.15524055467503572,0.05688392471294851,Bull / Calm,Expansion
2026-04-30,3.61,Moderate (2-4%),-0.6000000000000001,Stable,0.1633454040865847,0.08883810709289122,Bull / Calm,Expansion
2026-05-31,3.59,Moderate (2-4%),-0.6100000000000003,Stable,0.2944751340040954,0.17759025880001422,Bull / Calm,Expansion
2026-06-30,3.6,Moderate (2-4%),-0.6499999999999999,Stable,0.28221542972036096,0.18578099741569265,Bull / Volatile,Expansion
2026-07-31,3.74,Moderate (2-4%),-0.5,Stable,0.20860919543667023,0.18875799403181828,Bull / Volatile,Expansion
