frame_id,document_id,security_id,ticker,publication_timestamp,distance_from_company_mean_frame,distance_from_previous_frame,distance_from_rolling_30d_mean,distance_from_rolling_90d_mean,distance_from_positive_quality_anchor,distance_from_distress_anchor,distance_from_dividend_risk_anchor,distance_from_credit_stress_anchor,distance_from_governance_risk_anchor,distance_from_regulatory_risk_anchor,semantic_drift_score,risk_reframing_score,positive_reframing_score,narrative_state
FRAME-NARR-021-3-WOLF021,NARR-021-3,WOLF021,WLF021,2026-03-02,0.12987117061296982,0.37207829580613727,0.37207829580613727,0.37207829580613727,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-021-2-WOLF021,NARR-021-2,WOLF021,WLF021,2026-03-23,0.04332703114528358,0.17552063683981012,0.10311603329328234,0.10311603329328234,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-021-1-WOLF021,NARR-021-1,WOLF021,WLF021,2026-04-13,0.041273316710739194,0.11795885322140587,0.06334626336090055,0.06334626336090055,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
FRAME-NARR-021-5-WOLF021,NARR-021-5,WOLF021,WLF021,2026-07-08,0.06250146075662899,0.14257456266019375,0.09949090993420251,0.09949090993420251,0.08,0.55,0.55,0.55,0.55,0.55,14.257456266019375,44.99999999999999,92.0,positive_stable
FRAME-NARR-022-4-WOLF022,NARR-022-4,WOLF022,WLF022,2026-02-04,0.056287190464411996,0.0,0.056287190464411996,0.056287190464411996,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
FRAME-NARR-022-3-WOLF022,NARR-022-3,WOLF022,WLF022,2026-02-25,0.15114357124189426,0.24186120717030335,0.24186120717030335,0.24186120717030335,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-022-2-WOLF022,NARR-022-2,WOLF022,WLF022,2026-03-18,0.10851869282615012,0.37207829580613727,0.24044007107697318,0.24044007107697318,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-022-1-WOLF022,NARR-022-1,WOLF022,WLF022,2026-04-08,0.04485495557722008,0.17552063683981012,0.06782629067152857,0.06782629067152857,0.55,0.55,0.55,0.08,0.55,0.55,17.55206368398101,92.0,44.99999999999999,credit_stress
FRAME-NARR-022-5-WOLF022,NARR-022-5,WOLF022,WLF022,2026-07-03,0.09483449146110845,0.18924015437719666,0.15025815289749667,0.15025815289749667,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.924015437719667,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-023-3-WOLF023,NARR-023-3,WOLF023,WLF023,2026-02-20,0.06886846839657101,0.0,0.06886846839657101,0.06886846839657101,0.08,0.55,0.55,0.55,0.55,0.55,0.0,44.99999999999999,92.0,positive_stable
FRAME-NARR-023-2-WOLF023,NARR-023-2,WOLF023,WLF023,2026-03-13,0.12450277420659073,0.24186120717030335,0.24186120717030335,0.24186120717030335,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-023-1-WOLF023,NARR-023-1,WOLF023,WLF023,2026-04-03,0.12250408136941249,0.37207829580613727,0.24044007107697318,0.24044007107697318,0.55,0.55,0.55,0.55,0.08,0.55,37.207829580613726,92.0,44.99999999999999,governance_risk
FRAME-NARR-023-5-WOLF023,NARR-023-5,WOLF023,WLF023,2026-06-28,0.042167949392989734,0.23608917929249085,0.0643364169906242,0.0643364169906242,0.55,0.08,0.55,0.55,0.55,0.55,23.608917929249085,92.0,44.99999999999999,distress
FRAME-NARR-023-4-WOLF023,NARR-023-4,WOLF023,WLF023,2026-07-19,0.0941926343834395,0.1832408671737692,0.14922077745453954,0.14922077745453954,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,18.324086717376918,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-024-3-WOLF024,NARR-024-3,WOLF024,WLF024,2026-02-15,0.10972926588841336,0.0,0.10972926588841336,0.10972926588841336,0.13431937240715552,0.30430389735892394,0.37279602142535917,0.21611573034979703,0.07917394982318005,0.1983796666228239,0.0,92.082605017682,86.56806275928444,governance_risk
FRAME-NARR-024-2-WOLF024,NARR-024-2,WOLF024,WLF024,2026-03-08,0.061874016981104285,0.1773830227620271,0.1773830227620271,0.1773830227620271,0.08,0.55,0.55,0.55,0.55,0.55,17.73830227620271,44.99999999999999,92.0,positive_stable
FRAME-NARR-024-1-WOLF024,NARR-024-1,WOLF024,WLF024,2026-03-29,0.1054683370947962,0.24186120717030335,0.24801118579352432,0.24801118579352432,0.08,0.55,0.55,0.55,0.55,0.55,24.186120717030335,44.99999999999999,92.0,positive_stable
FRAME-NARR-024-5-WOLF024,NARR-024-5,WOLF024,WLF024,2026-06-23,0.051419150179030204,0.2061458980445905,0.08229171043024353,0.08229171043024353,0.55,0.55,0.55,0.08,0.55,0.55,20.61458980445905,92.0,44.99999999999999,credit_stress
FRAME-NARR-024-4-WOLF024,NARR-024-4,WOLF024,WLF024,2026-07-14,0.035019079669877495,0.11795885322140587,0.05616713313864097,0.05616713313864097,0.55,0.08,0.55,0.55,0.55,0.55,11.795885322140586,92.0,44.99999999999999,distress
