ticker,company_name,region,country,currency,sector,expected_total_return_12m,p5_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,tail_risk_score,skewness_risk_score,distribution_model_confidence,dividend_cut_probability,large_drawdown_probability_12m,ml_expected_risk_adjusted_score,clean_sheet_score,clean_sheet_recommendation,clean_sheet_target_weight,clean_sheet_rank
BCS.US,Barclays PLC ADR,US,United States,USD,Financials,0.35,-0.4951176553194627,1.0550822678594156,-0.21433142142029338,-0.32298506503765073,46.140723576807254,55.55484733715109,65.13159200522553,0.24694115019254465,0.36623614016545525,50,44.56190430922178,Avoid,0.0,348
0257.HK,China Everbright Environment Group Ltd,Hong Kong,Hong Kong,HKD,Industrials,0.35,-0.4251468010736955,0.9798172819648858,-0.15027217919443414,-0.24584600853014943,35.12085836144992,64.54509093479658,66.53802176941804,0.40482982992724975,0.370470200802187,50,44.49582716433801,Avoid,0.0,349
BARC.LSE,Barclays PLC,UK,United Kingdom,GBX,Financials,0.35,-0.4844815151508285,1.0483797091840277,-0.20966885291547055,-0.31751727853699485,45.359611219570695,54.51251623554393,65.48321975977574,0.24194115019254464,0.3595359372848599,50,44.43932877775288,Avoid,0.0,350
GFTU.LSE,Grafton Group plc,UK,United Kingdom,GBX,Industrials,0.35,-0.2671791190375379,0.8689030490042262,-0.07048196399247697,-0.15161487962504067,21.659268517862955,52.97677447122464,71.63866669985056,0.26751096091559845,0.3342935969900008,50,44.38127999130958,Avoid,0.0,351
MNG.LSE,M&G Plc,UK,United Kingdom,GBX,Financials,0.2280394502988776,-0.33161044020891595,0.6814504736909904,-0.13313280492665638,-0.20209317712116143,28.870453874451634,65.54133908002552,67.95118566938326,0.5669411501925448,0.3034524019370337,50,44.36192562835166,Avoid,0.0,352
VLK.AS,Van Lanschot NV,EU ex-DACH,Netherlands,EUR,Financials,0.32450616992160214,-0.33526962766983975,0.8691853332820152,-0.11216204653735962,-0.19600377252107323,28.000538931581893,59.10793892562189,69.13367442826124,0.3836078168592113,0.33325182282109117,50,44.31454400440708,Avoid,0.0,353
ANDR.VI,Andritz AG,DACH,Austria,EUR,Industrials,0.31900146841155846,-0.4765362232448292,0.977302007179303,-0.20796630309482395,-0.30919125950491355,44.17017992927337,58.31381342309624,65.21038300421722,0.27195540536004287,0.37847386049881404,50,44.29014578107193,Avoid,0.0,354
ABDN.LSE,Abrdn PLC,UK,United Kingdom,GBX,Financials,0.35,-0.47599764585987614,1.0309142742627095,-0.19280243018933174,-0.2969606247495312,42.42294639279018,59.60039731853692,65.45420380402192,0.31718115019254467,0.368518906670799,50,44.25835195140969,Avoid,0.0,355
GD.US,General Dynamics Corporation,US,United States,USD,Industrials,0.130371613738052,-0.4327627051499536,0.6126568941924032,-0.2634832543705268,-0.33982919152425134,48.54702736060734,46.89157343651912,65.8295071443703,0.2363998498044873,0.2960737065410716,50,44.215036205177164,Avoid,0.0,356
SAVE.ST,Nordnet AB,EU ex-DACH,Sweden,SEK,Financials,0.35,-0.3271396851874292,0.9203498346789769,-0.11108820216081311,-0.2000968976517471,28.58527109310673,52.37362236165851,69.99763887247454,0.25509226130365575,0.3348616718593345,50,44.032536399807356,Avoid,0.0,357
000568.SHE,Luzhou Lao Jiao Co Ltd,Mainland China,China,CNY,Consumer Staples,0.35,-0.5535827888311422,1.0736084349376585,-0.21836257288689742,-0.3264083853354875,46.62976933364107,69.57143419410112,62.90684253747456,0.47370618767471784,0.38188954210067466,50,44.01419024892114,Avoid,0.0,358
SOON.SW,Sonova H Ag,DACH,Switzerland,CHF,Healthcare,0.276478287531433,-0.47316694041110485,0.9006866448140722,-0.22487576102861917,-0.3213558010162525,45.90797157375036,56.21077664030062,65.09139061051731,0.27195540536004287,0.36024754171458534,50,43.89671081696623,Avoid,0.0,359
1336.HK,New China Life Insurance,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.8148009731103335,1.295986687195688,-0.391485382902258,-0.5330761983868882,76.15374262669833,64.70153765512406,56.25633369505681,0.28249670574810026,0.42891486366196174,50,43.857768385039904,Avoid,0.0,360
2313.HK,Shenzhou International Group Holdings Ltd,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.35,-0.5799766327597711,1.103951512336082,-0.24572865453223391,-0.3594372307112772,51.348175815896745,65.3063162777528,62.367008604362894,0.34777272598605874,0.4036941356136969,50,43.820858802913364,Avoid,0.0,361
AMUN.PA,Amundi SA,EU ex-DACH,France,EUR,Financials,0.35,-0.2352827709941464,0.8475600199882798,-0.055077486572854384,-0.13345875292958864,19.06553613279838,49.31632660070122,72.83616697669521,0.24694115019254465,0.31216896044955633,50,43.81954894511874,Avoid,0.0,362
ZTS.US,Zoetis Inc,US,United States,USD,Healthcare,0.35,-0.6871807949776284,1.1931993639068745,-0.3153084586569246,-0.44239323735151426,63.19903390735918,64.35078402839507,59.54762391890094,0.27195540536004287,0.4307942724114039,50,43.78651684927428,Avoid,0.0,363
CCEP.US,Coca-Cola European Partners PLC,US,United States,USD,Consumer Staples,0.18537203708823055,-0.4348793567675857,0.7109482490239641,-0.2410325669790552,-0.32347627808836765,46.21089686976681,50.38768454096657,65.8891231014133,0.26751096091559845,0.31185481759443107,50,43.77856525686657,Avoid,0.0,364
600415.SHG,Zhejiang China Commodities City Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.35,-0.795859213888806,1.2810838383549872,-0.38097561412351366,-0.520578656720541,74.36837953150587,64.52375784708101,56.72934144006138,0.26751096091559845,0.4343674529140896,50,43.7417714818034,Avoid,0.0,365
ACN.US,Accenture plc,US,United States,USD,Technology,0.35,-0.907018312442229,1.3737422860686,-0.4509940639567478,-0.6040729708826823,86.29613869752605,63.738732137215266,53.8651555050362,0.2319554053600429,0.44415648935451224,50,43.6972155446295,Avoid,0.0,366
SLHN.SW,Swiss Life Holding AG,DACH,Switzerland,CHF,Financials,0.0826709180934613,-0.3327122527092852,0.43236051464659153,-0.20225080069852633,-0.2572598691212875,36.75140987446965,52.548960981559254,67.9298033841487,0.39151003908143356,0.27271964360217776,50,43.6907090294814,Avoid,0.0,367
002001.SHE,Zhejiang Nhu Co Ltd,Mainland China,China,CNY,Healthcare,0.35,-0.7033859563371977,1.2129216293947036,-0.3306013270547068,-0.46093638854851526,65.84805550693076,61.739946009303566,59.27699422187177,0.2852887386933762,0.4019447873570554,50,43.65654394831033,Avoid,0.0,368
DANSKE.CO,Danske Bank A/S,EU ex-DACH,Denmark,DKK,Financials,0.26136496330456754,-0.2620650971184371,0.7080150117395726,-0.10316916200465143,-0.17377553859259465,24.82507694179924,48.08446009456757,71.58106175036505,0.28249670574810026,0.2849001914704721,50,43.64015644414889,Avoid,0.0,369
SDR.LSE,Schroders PLC,UK,United Kingdom,GBX,Financials,0.35,-0.5488203058352779,1.1027301199270423,-0.2508080828490069,-0.36660973417871134,52.37281916838734,54.28823237550274,63.763560351577766,0.2593855946369891,0.3494514030904288,50,43.5797359398179,Avoid,0.0,370
BVI.PA,Bureau Veritas SA,EU ex-DACH,France,EUR,Industrials,0.22515856524254516,-0.40449200454422407,0.751341408513453,-0.19902241010388952,-0.28074640848775384,40.106629783964834,55.00373448728582,66.72278238091593,0.3421242942489318,0.31704102824030905,50,43.5469883535841,Avoid,0.0,371
TIETO.HE,TietoEVRY Corp,EU ex-DACH,Finland,EUR,Technology,0.35,-0.5146755245533597,1.0711265302923119,-0.22674119589331987,-0.3377706278397483,48.25294683424976,55.68171900704952,64.58450544038013,0.2399554053600429,0.3705957088930759,50,43.47873704541837,Avoid,0.0,372
3698.HK,Huishang Bank Corp Ltd,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.40741509287580036,0.9836030500341805,-0.15977076122555134,-0.257991819576759,36.85597422525129,54.65999454158064,67.58700726245007,0.24194115019254464,0.36081408260384473,50,43.47355181382027,Avoid,0.0,373
HPQ.US,HP Inc,US,United States,USD,Technology,0.35,-0.8374217056587,1.3241605869847644,-0.4146589034936887,-0.5611481694666863,80.16402420952662,61.235755753138406,55.77363058464759,0.2523998498044873,0.41292328661843886,50,43.41233591730505,Avoid,0.0,374
JFN.SW,Jungfraubahn Holding AG,DACH,Switzerland,CHF,Industrials,0.35,-0.2586162653524986,0.8633951917284146,-0.06714341324876255,-0.1476967290447649,21.099532720680703,51.88062876031791,71.94302250578214,0.2319554053600429,0.3413862600880685,50,43.399814252545845,Avoid,0.0,375
0175.HK,Geely Automobile Holdings Ltd,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.35,-0.7415567869341858,1.2463826139818086,-0.3564646471023757,-0.4918515646436648,70.26450923480925,60.904990124586675,58.29812417260969,0.26751096091559845,0.4030047993191386,50,43.396689430513675,Avoid,0.0,376
601066.SHG,China Securities Co Ltd,Mainland China,China,CNY,Financials,0.35,-0.45360857865054616,1.0217780455109438,-0.18867131320561026,-0.2924448585939474,41.77783694199249,54.89264475357495,66.32164405146563,0.260274483525878,0.35427482888557316,50,43.29747484982365,Avoid,0.0,377
KGF.LSE,Kingfisher PLC,UK,United Kingdom,GBX,Consumer Discretionary,0.35,-0.5167179041824114,1.0572159330505553,-0.20993207910863687,-0.31705036603605385,45.29290943372198,63.08672344030652,64.21376412552353,0.3910842942489317,0.3642455991664883,50,43.28744912586995,Avoid,0.0,378
VLO.US,Valero Energy Corporation,US,United States,USD,Energy,0.35,-0.625509130749648,1.1651220748019089,-0.29738798791845733,-0.4220943738094698,60.29919625849569,55.03901015576895,61.66934941201074,0.27551096091559846,0.3484329729227183,50,43.28449740183166,Avoid,0.0,379
JYSK.CO,Jyske Bank A/S,EU ex-DACH,Denmark,DKK,Financials,0.20903229528476175,-0.2997824919844292,0.6437723141804506,-0.14675628308663508,-0.215685709273348,30.812244181906856,47.66116306081897,70.14776449540044,0.24694115019254465,0.2978242097705769,50,43.26459973610526,Avoid,0.0,380
AZN.LSE,AstraZeneca PLC,UK,United Kingdom,GBX,Healthcare,0.2255925422006339,-0.4565033484305591,0.8068907319419014,-0.24577614724322588,-0.3370369609695459,48.1481372813637,48.50378271544351,65.68739827234255,0.22695540536004288,0.31445359436582393,50,43.26176649853532,Avoid,0.0,381
SGKN.SW,St Galler Kantonalbank AG,DACH,Switzerland,CHF,Financials,0.35,-0.011982288857869283,0.6601494501349543,0.09381671222170673,0.044151682855179536,0.0,46.74745075305192,77.9878823870422,0.24194115019254464,0.2922387031032625,50,43.13343695859526,Avoid,0.0,382
6963.HK,Sunshine Ins Grp Co Ltd,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.7168152746130786,1.2211465418068825,-0.33583349806975205,-0.46704153014776795,66.72021859253829,62.82813516028971,58.89572507782197,0.3029411501925447,0.40313796796598994,50,43.09699804332618,Avoid,0.0,383
VCT.PA,Vicat S.A.,EU ex-DACH,France,EUR,Materials,0.35,-0.5790285777550734,1.1133172942986436,-0.2564319229539308,-0.3726677416384707,53.23824880549582,60.72547668899514,62.58161629527678,0.26751096091559845,0.4014490162106785,50,43.08676210017376,Avoid,0.0,384
BKR.US,Baker Hughes Co,US,United States,USD,Energy,0.30217445819196576,-0.583260304187542,1.041058215427893,-0.28734068159720105,-0.4008563199404802,57.26518856292575,55.48002341451023,62.36169934709203,0.27195540536004287,0.3539143470910686,50,43.05473402853255,Avoid,0.0,385
VONN.SW,Vontobel Holding,DACH,Switzerland,CHF,Financials,0.18066554845871452,-0.2531135851621775,0.5490673967811681,-0.12096705726312518,-0.1793240778802288,25.61772541146126,49.63968724452548,71.14961556045586,0.3029411501925447,0.2888380860293665,50,43.0275223399151,Avoid,0.0,386
JD.LSE,JD Sports Fashion PLC,UK,United Kingdom,GBX,Consumer Discretionary,0.35,-0.6803060783246605,1.1953567545257666,-0.31907836638828224,-0.44725644481143983,63.8937778302057,61.19792183611909,59.84686726703072,0.2363998498044873,0.4200620593376048,50,42.96522327072366,Avoid,0.0,387
MPC.US,Marathon Petroleum Corp,US,United States,USD,Energy,0.35,-0.5444811999797092,1.0946719031529766,-0.2438725642920565,-0.3581486975836492,51.164099654807025,56.27269974286064,63.76807012486914,0.26368306155343557,0.364644635713189,50,42.858735895125434,Avoid,0.0,388
ICG.LSE,Intermediate Capital Group PLC,UK,United Kingdom,GBX,Financials,0.34789131755331315,-0.45355316725421346,1.0092288443273525,-0.18122984316453694,-0.28278211539684395,40.39744505669199,59.259842221648064,66.01166240257979,0.26738559463698913,0.3888053550903549,50,42.66636351741343,Avoid,0.0,389
NXT.LSE,Next PLC,UK,United Kingdom,GBX,Consumer Discretionary,0.137122032306776,-0.479683091984646,0.6583469812719659,-0.28538312914458913,-0.36701741822435413,52.4310597463363,51.294001622613294,64.19813482002394,0.2799554053600429,0.3139021582279618,50,42.620776924148856,Avoid,0.0,390
EVK.XETRA,Evonik Industries AG,DACH,Germany,EUR,Materials,0.35,-0.42982586996152095,0.977429816937791,-0.14507752326520518,-0.23936393206940948,34.194847438487066,67.94109146440337,66.26012442071773,0.5161832341062202,0.3479372834419264,50,42.561205559711475,Avoid,0.0,391
SHC.LSE,Shaftesbury Capital PLC,UK,United Kingdom,GBX,Real Estate,0.19769455416222645,-0.4164731804407993,0.7142453296295,-0.2211232093822498,-0.3019412596022476,43.13446565746394,52.86110177686818,66.2872183191038,0.2598864398428015,0.3368492101395502,50,42.49061701521552,Avoid,0.0,392
SLB.US,Schlumberger NV,US,United States,USD,Energy,0.35,-0.601885957932418,1.1469588538649753,-0.2852829572923602,-0.40771206318202535,58.24458045457506,54.377026713276464,62.28230087936477,0.22695540536004288,0.36535504234704264,50,42.41242578908478,Avoid,0.0,393
STR.VI,Strabag SE,DACH,Austria,EUR,Industrials,0.35,-0.6703709830703174,1.1825711355131994,-0.3071405269953379,-0.4328242564057425,61.832036629391794,63.095420498480806,60.07767776787993,0.2932887386933762,0.40995889959659143,50,42.3385610960767,Avoid,0.0,394
COF.US,Capital One Financial Corporation,US,United States,USD,Financials,0.35,-0.5432236798688759,1.0880762967121367,-0.23717953157841132,-0.34992811946418817,49.98973135202689,58.79862232101796,63.68277381384059,0.2949411501925447,0.3719488566923014,50,42.30837383866427,Avoid,0.0,395
PETS.LSE,Pets at Home Group Plc,UK,United Kingdom,GBX,Consumer Discretionary,0.35,-0.4902557753099165,1.0272101600316115,-0.18507811163231314,-0.2870209715161257,41.0029959308751,67.34565989187708,64.64740203349966,0.426737596471154,0.3845181740430629,50,42.30107570773364,Avoid,0.0,396
SQN.SW,Swissquote Group Holding SA,DACH,Switzerland,CHF,Financials,0.35,-0.46333267359828123,1.0249524816462732,-0.1907798305710865,-0.2947385223238185,42.10550318911693,57.34884610861758,65.87129728642813,0.24194115019254464,0.38411746285149834,50,42.29455168202522,Avoid,0.0,397
WDP.BR,Warehouses de Pauw Comm VA,EU ex-DACH,Belgium,EUR,Real Estate,0.2371854455667528,-0.31954635192615577,0.6943008815577951,-0.12935432611960845,-0.1996288684352344,28.518409776462057,60.95772382660159,68.72673898189424,0.4748375417879371,0.3067094203295099,50,42.24482560982196,Avoid,0.0,398
0598.HK,Sinotrans Ltd,Hong Kong,Hong Kong,HKD,Industrials,0.35,-0.41738317464926433,0.9762210412381607,-0.14832627801331055,-0.24366104257785948,34.80872036826565,63.054271325016515,66.83967920918111,0.38715028934679885,0.36580021645497035,50,42.23256701448163,Avoid,0.0,399
300015.SHE,Aier Eye Hospital Group,Mainland China,China,CNY,Healthcare,0.24317438805619493,-0.514926052831521,0.8757908166667664,-0.2653528018114878,-0.3632689813578258,51.89556876540369,55.48452652688407,63.70342882961646,0.25182210313782066,0.3633489151020122,50,42.12848220732409,Avoid,0.0,400
DBK.XETRA,Deutsche Bank Aktiengesellschaft,DACH,Germany,EUR,Financials,0.35,-0.5321453367415353,1.0798455544438277,-0.23127092911467118,-0.3429251706148587,48.98931008783696,58.370346227725456,63.99712054388195,0.2869411501925447,0.3719704638837664,50,42.12547710960541,Avoid,0.0,401
1066.HK,Shandong Weigao Group Medical Polymer Co Ltd,Hong Kong,Hong Kong,HKD,Healthcare,0.35,-0.7227873282894025,1.2145041624200528,-0.3301262072627822,-0.4596455588660665,65.66365126658094,67.39241746957771,58.475224562918115,0.27551096091559846,0.455495836309061,50,42.08553164117027,Avoid,0.0,402
BPE5.XETRA,BP PLC (Reg. Shares),DACH,Germany,EUR,Energy,0.35,-0.5101809633966915,1.0404713674180237,-0.19357842154042204,-0.2970028308738168,42.42897583911669,68.75189602124173,64.07997163703457,0.4748084890833918,0.3742724706118456,50,42.050657845923496,Avoid,0.0,403
RI.PA,Pernod Ricard S.A.,EU ex-DACH,France,EUR,Consumer Staples,0.35,-0.5027580506927745,1.038563449803355,-0.1937861619331559,-0.297457001109002,42.493857301286,66.7020006688777,64.37123557434685,0.4299397986299157,0.3774454331029794,50,41.91165538703593,Avoid,0.0,404
SOLB.BR,Solvay SA,EU ex-DACH,Belgium,EUR,Materials,0.35,-0.3644977552336661,0.9272282759594973,-0.10701068379041206,-0.19417536267066876,27.739337524381252,66.5197093399525,68.0872092179118,0.523943004999095,0.3319974119466775,50,41.90443303185906,Avoid,0.0,405
BRKN.SW,Burkhalter Holding AG,DACH,Switzerland,CHF,Industrials,0.22029725628731497,-0.442869718781417,0.7610312952130404,-0.2121388000795136,-0.2948465304750905,42.12093292501293,63.33423213551592,64.96963194841938,0.38961766491559846,0.36707510154719214,50,41.738438538380436,Avoid,0.0,406
BHP.LSE,BHP Group Limited,UK,United Kingdom,GBX,Materials,0.35,-0.4568686061175026,1.0264342171184708,-0.1933795273911807,-0.29813522322591646,42.590746175130924,53.93746036588046,66.2616944013352,0.22695540536004288,0.3615454673362773,50,41.6727215605736,Avoid,0.0,407
RKT.LSE,Reckitt Benckiser Group PLC,UK,United Kingdom,GBX,Consumer Staples,0.1044852980252641,-0.472055246191178,0.5879620047894326,-0.28774395692040433,-0.3633743090341538,51.910615576307684,53.84301307547887,63.94589414460125,0.2799554053600429,0.33599359081946356,50,41.64453638507901,Avoid,0.0,408
0552.HK,China Communications Services Corp Ltd,Hong Kong,Hong Kong,HKD,Communication Services,0.3021396089753263,-0.3821318206672004,0.8569856647641341,-0.13890433717836775,-0.22312093674127892,31.87441953446842,65.24855209756426,67.24411230174826,0.480647806283245,0.3411851419133759,50,41.643836988608115,Avoid,0.0,409
EPD.US,Enterprise Products Partners LP,US,United States,USD,Energy,0.15116979945061157,-0.30693774391053963,0.5337831141651651,-0.1586946483977225,-0.2183969961106915,31.199570872955928,55.192189979189486,68.9212787848826,0.4386271536819302,0.2736396414347415,50,41.60119094691763,Avoid,0.0,410
CAP.PA,Capgemini SE,EU ex-DACH,France,EUR,Technology,0.35,-0.7298485551840693,1.2284578464469331,-0.3408849643619447,-0.4728937642697151,67.55625203853073,64.12722660383244,58.49185299979246,0.3012887386933762,0.41516788584297226,50,41.44118364292184,Avoid,0.0,411
KLR.LSE,Keller Group PLC,UK,United Kingdom,GBX,Industrials,0.35,-0.6069459791898846,1.1452663497950961,-0.2818243824064949,-0.40334381127829155,57.620544468327374,56.86782946497581,62.06468946317179,0.27195540536004287,0.3659419995284371,50,41.4285886459776,Avoid,0.0,412
KRZ.IR,Kerry Group,EU ex-DACH,Ireland,EUR,Consumer Staples,0.19038439591146553,-0.42477440608163064,0.7106931275514518,-0.23252478406017832,-0.3142477537259317,44.892536246561676,50.99181812120315,66.12809322017911,0.22695540536004288,0.33601656788240736,50,41.39793864388962,Avoid,0.0,413
KMI.US,Kinder Morgan Inc,US,United States,USD,Energy,0.15511806170611495,-0.3837001456978628,0.6071980608298467,-0.2104704865242746,-0.28099076509683785,40.14153787097684,53.668456754588256,66.91434701906755,0.39453891813282627,0.28100846341111263,50,41.280668297578686,Avoid,0.0,414
1308.HK,SITC International Holdings Co Ltd,Hong Kong,Hong Kong,HKD,Industrials,0.35,-0.6002999406022518,1.1300210353528275,-0.26690592911355926,-0.3851334952731408,55.01907075330583,61.06304938979914,62.08577490320368,0.3423642942489318,0.3694430907287578,50,41.210601024737116,Avoid,0.0,415
PGHN.SW,Partners Group Holding AG,DACH,Switzerland,CHF,Financials,0.35,-0.573718907903459,1.0961893537975795,-0.23872677735589676,-0.35096724503089927,50.13817786155704,66.54961811018295,62.483012818083296,0.3769011501925446,0.40087615353173156,50,41.05043975031919,Avoid,0.0,416
3606.HK,Fuyao Glass Industry Group,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.35,-0.5866777553605076,1.1075083780562442,-0.24769933756542806,-0.36169162271538363,51.67023181648338,66.16073140399726,62.158332335279574,0.36476644509201955,0.4031686644583672,50,41.02127198044662,Avoid,0.0,417
600039.SHG,Sichuan Road & Bridge Group Co Ltd,Mainland China,China,CNY,Industrials,0.35,-0.4310113938086384,0.9973281780660599,-0.16860280724334287,-0.2682696284672864,38.32423263818377,57.76653599900059,66.75396144060397,0.27611906547641524,0.3717877481023447,50,41.019817120607115,Avoid,0.0,418
UNA.AS,Unilever PLC,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.14938555426240877,-0.4086650104046319,0.6195027390926762,-0.23204500360067157,-0.305688966745186,43.66985239216943,52.32046476576327,66.23446718709314,0.3170131831378206,0.305504542505632,50,40.996326005990596,Avoid,0.0,419
2611.HK,Guotai Junan Securities Co Ltd,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.5190063509686179,1.0711594567016012,-0.22582209488927674,-0.336520706172303,48.07438659604329,57.34622798859943,64.37946915269927,0.25494115019254465,0.37802810581134083,50,40.96289432735643,Avoid,0.0,420
WRT1V.HE,Wartsila Oyj Abp,EU ex-DACH,Finland,EUR,Industrials,0.35,-0.6433483859735482,1.1696762179477678,-0.300362371272737,-0.42517499800726294,60.73928542960899,59.26684995378793,60.92515114952957,0.23862207202670954,0.40228906598703107,50,40.897293033566896,Avoid,0.0,421
SEPL.LSE,Seplat Petroleum Development Company PLC,UK,United Kingdom,GBX,Energy,0.35,-0.6902072766603097,1.1982251314503998,-0.3187742569244114,-0.44665705354399104,63.80815050628444,63.310196041456855,59.55143296721036,0.2943227519685162,0.4113377481073186,50,40.87775403010659,Avoid,0.0,422
IAG.LSE,International Consolidated Airlines Group S.A,UK,United Kingdom,GBX,Industrials,0.35,-0.6613595184125153,1.185957670657364,-0.31372522462132435,-0.44115904558013874,63.02272079716268,58.69131373475311,60.440622740496366,0.2087383471731012,0.4112468236870798,50,40.82794124111834,Avoid,0.0,423
SN.LSE,Smith & Nephew PLC,UK,United Kingdom,GBX,Healthcare,0.26750344141198973,-0.5157767592226012,0.9205665497485376,-0.2562189927100293,-0.35704076860229594,51.00582408604228,55.77464262948269,63.882347584067034,0.27195540536004287,0.35646771362083,50,40.81242162963188,Avoid,0.0,424
DB1.XETRA,Deutsche Börse AG,DACH,Germany,EUR,Financials,0.14306325335753853,-0.45548839843889877,0.6496140220138947,-0.268612259335547,-0.34817998928252125,49.73999846893161,50.803422596155485,64.94448699334377,0.2513855946369891,0.32298305166941943,50,40.74105054261655,Avoid,0.0,425
LIN.US,Linde plc Ordinary Shares,US,United States,USD,Materials,0.02260999400521787,-0.4618178451370145,0.43843916047822334,-0.3180744731340511,-0.3841538888338018,54.87912697625741,46.145007263990706,64.35846716633705,0.27195540536004287,0.2730108737865661,50,40.63431008505896,Avoid,0.0,426
MDT.US,Medtronic PLC,US,United States,USD,Healthcare,0.11784615621248068,-0.5130983780807779,0.6474059701848243,-0.309864544881532,-0.39236215522244133,56.051736460348764,53.55270845572456,62.95415961655412,0.31593762758226507,0.3166859137445559,50,40.54713505426747,Avoid,0.0,427
SVS.LSE,Savills,UK,United Kingdom,GBX,Real Estate,0.28173577445515646,-0.41025180933219746,0.8586496188837534,-0.18338615843907768,-0.272922918728642,38.988988389806,55.79422104832842,66.88361974529923,0.259771634476988,0.3623231529962519,50,40.54541962812217,Avoid,0.0,428
5.HK,HSBC Holdings PLC (HK Reg),Hong Kong,Hong Kong,HKD,Financials,0.25229974967445273,-0.4683164814425003,0.856621764626047,-0.2351060783280164,-0.3290817346914471,47.011676384492446,53.82867059415404,65.1727803147538,0.23972409200560302,0.354643902213387,50,40.534986421380154,Avoid,0.0,429
1508.HK,China Reinsurance(Group)Corp,Hong Kong,Hong Kong,HKD,Financials,0.35,-0.6767280119581672,1.1798117247439366,-0.30369149300415177,-0.4283151379566824,61.18787685095464,66.37828473445656,59.746288077092856,0.3029411501925447,0.43390593094210256,50,40.40255148420405,Avoid,0.0,430
002555.SHE,37 Interactive Entertainment Network Technology Group Co Ltd,Mainland China,China,CNY,Communication Services,0.35,-0.8620604088602156,1.3423540777382024,-0.4282677279003536,-0.5772631937772275,82.46617053960392,61.929827041007954,55.09398330894783,0.2399554053600429,0.4247459785207156,50,40.194398436045645,Avoid,0.0,431
BKW.SW,BKW AG,DACH,Switzerland,CHF,Utilities,0.1848741814720457,-0.4370708929136242,0.704388129811345,-0.23620841459887898,-0.31730640672430227,45.32948667490032,55.15167267663249,65.39487742978005,0.2319554053600429,0.36973530736279486,50,40.18381949352166,Avoid,0.0,432
ABBV.US,AbbVie Inc,US,United States,USD,Healthcare,0.25324519869769047,-0.5017420702539018,0.8619334881849783,-0.22670325727871982,-0.31818672813542304,45.45524687648901,67.23111347027373,63.551521260336685,0.5651939453919348,0.3189124755594696,50,40.073359996788504,Avoid,0.0,433
2648.HK,"Anjoy Foods Group Co., Ltd.",Hong Kong,Hong Kong,HKD,Consumer Staples,0.35,-0.7730449337295912,1.2638674688023355,-0.36800523675774655,-0.5052017316613095,72.17167595161565,64.02589105979722,57.353197353126504,0.2786220720267095,0.42486742223911156,50,40.07011153530172,Avoid,0.0,434
BYG.LSE,Big Yellow Group PLC,UK,United Kingdom,GBX,Real Estate,0.3288573277398083,-0.5005430758008103,1.0054977888104188,-0.20882403923215914,-0.3116690464563982,44.524149493771176,63.1503084668556,64.39641635652887,0.3498761545859074,0.3840271345726585,50,40.03928182364645,Avoid,0.0,435
RIO.US,Rio Tinto ADR,US,United States,USD,Materials,0.3131502795684669,-0.4977019625198947,0.9833767496154635,-0.22056687910329736,-0.32307621892155336,46.15374556022191,58.690430845759735,64.65799898308056,0.36657009132351853,0.33758435804560893,50,39.94676192419593,Avoid,0.0,436
AI.PA,Air Liquide SA,EU ex-DACH,France,EUR,Materials,0.028848550286026654,-0.4253679299048322,0.4183070017733544,-0.29071543479239165,-0.3526818946825203,50.38312781178862,46.511081821201714,65.4275557738726,0.27195540536004287,0.2761835199490615,50,39.85855252068937,Avoid,0.0,437
ULVR.LSE,Unilever PLC,UK,United Kingdom,GBX,Consumer Staples,0.1313500414518722,-0.46466808228716105,0.6282630174893287,-0.26933038053303904,-0.34648027010593535,49.49718144370505,55.78787629549662,64.25752319474924,0.3668176275822651,0.3123133683559137,50,39.77466865869465,Avoid,0.0,438
LVMUY.US,LVMH Moet Hennessy Louis Vuitton SA ADR,US,United States,USD,Consumer Discretionary,0.2952645282425153,-0.5785894033931749,1.0205556934986093,-0.2842112234967063,-0.3956125243898714,56.516074912838775,57.29563595752084,62.276635878162175,0.2363998498044873,0.38624224838975324,50,39.70878214445845,Avoid,0.0,439
1898.HK,China Coal Energy,Hong Kong,Hong Kong,HKD,Energy,0.35,-0.7270472998082645,1.2315041732051828,-0.3447941510179149,-0.47780425095962853,68.25775013708979,62.050050054681364,58.62805495752535,0.27195540536004287,0.41085457797255187,50,39.67201940129543,Avoid,0.0,440
600011.SHG,Huaneng Power International Inc,Mainland China,China,CNY,Utilities,0.35,-0.512332941319462,1.0579109141907188,-0.2117543627898819,-0.31942251451610404,45.63178778801487,61.01752601569233,64.43942415064242,0.3646634613289684,0.3586422768491484,50,39.54030264806378,Avoid,0.0,441
