security_id,ticker,news_sentiment_7d,news_sentiment_30d,news_sentiment_90d,sentiment_momentum_30d,sentiment_momentum_90d,negative_news_intensity_30d,positive_news_intensity_30d,management_confidence_score,regulatory_risk_score,litigation_risk_score,governance_risk_score,credit_stress_score,dividend_language_score,cashflow_language_score,event_severity_score,governance_red_flag_count,controversy_score_90d,dividend_risk_score,cashflow_deterioration_score,abnormal_attention_score,alt_data_quality_score,sentiment_alt_data_score,news_sentiment_30d_raw,news_sentiment_90d_raw,dividend_risk_flag,regulatory_risk_flag,governance_risk_flag,credit_stress_flag,litigation_risk_flag,negative_sentiment_spike_flag,management_confidence_deterioration_flag,alt_data_exclusion_flag,alt_data_review_required_flag,negative_news_intensity,controversy_score,sentiment_momentum
SPSN.SW,SPSN.SW,50.0,0.0,-0.1,5.0,-5.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,61.10416666666667,0.0,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,5.0
SQN.SW,SQN.SW,50.0,0.0,-0.4222222222222222,21.11111111111111,-21.11111111111111,0.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,53.75,59.861111111111114,51.111111111111114,36,80,56.77083333333333,0.0,-0.4222222222222222,False,False,False,False,False,False,False,False,False,0.0,53.75,21.11111111111111
SREN.SW,SREN.SW,50.0,0.0,-0.9555555555555556,47.77777777777778,-47.77777777777778,0.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,53.75,68.75,65.0,36,80,48.77083333333333,0.0,-0.9555555555555556,False,False,False,False,False,False,True,False,True,0.0,53.75,47.77777777777778
SUN.SW,SUN.SW,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
TECN.SW,TECN.SW,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
TEMN.SW,TEMN.SW,50.0,0.0,0.46666666666666656,-23.33333333333333,23.33333333333333,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,66.45416666666668,0.0,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-23.33333333333333
UBSG.SW,UBSG.SW,50.0,0.0,-0.1,5.0,-5.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,61.10416666666667,0.0,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,5.0
UHR.SW,UHR.SW,50.0,0.0,-0.4222222222222222,21.11111111111111,-21.11111111111111,0.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,53.75,59.861111111111114,51.111111111111114,36,80,56.77083333333333,0.0,-0.4222222222222222,False,False,False,False,False,False,False,False,False,0.0,53.75,21.11111111111111
VACN.SW,VACN.SW,50.0,0.0,-0.9555555555555556,47.77777777777778,-47.77777777777778,0.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,53.75,68.75,65.0,36,80,48.77083333333333,0.0,-0.9555555555555556,False,False,False,False,False,False,True,False,True,0.0,53.75,47.77777777777778
VATN.SW,VATN.SW,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
VONN.SW,VONN.SW,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
VZN.SW,VZN.SW,50.0,0.0,0.46666666666666656,-23.33333333333333,23.33333333333333,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,66.45416666666668,0.0,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-23.33333333333333
YPSN.SW,YPSN.SW,50.0,0.0,0.35,-17.5,17.5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,70.0,63.33333333333333,75,0,33.75,48.75,36.66666666666667,36,80,62.4375,0.0,0.35,False,False,False,False,False,False,False,False,False,0.0,33.75,-17.5
ZURN.SW,ZURN.SW,1.666666666666667,-0.9666666666666667,-0.4222222222222222,-27.22222222222222,-21.11111111111111,1.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,68.75,59.861111111111114,61.111111111111114,36,80,32.770833333333336,-0.9666666666666667,-0.4222222222222222,False,False,False,False,False,False,False,False,False,1.0,68.75,-27.22222222222222
GALE.SW,GALE.SW,85.0,0.7,0.46666666666666656,11.666666666666671,23.33333333333333,0.0,1.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,82.20416666666668,0.7,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,11.666666666666671
LAND.SW,LAND.SW,50.0,-0.9333333333333332,-0.38888888888888884,-27.222222222222225,-19.444444444444443,2.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,83.75,68.75,75.55555555555557,36,80,27.270833333333332,-0.9333333333333332,-0.38888888888888884,False,False,False,False,False,False,False,False,False,2.0,83.75,-27.222222222222225
BG.VI,BG.VI,50.0,0.35,0.46666666666666656,-5.833333333333329,23.33333333333333,0.0,1.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,74.32916666666668,0.35,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-5.833333333333329
BFSA.XETRA,BFSA.XETRA,50.0,0.35,-0.1,22.5,-5.0,0.0,1.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,68.97916666666667,0.35,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,22.5
DWS.XETRA,DWS.XETRA,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
SHL.XETRA,SHL.XETRA,50.0,0.0,0.46666666666666656,-23.33333333333333,23.33333333333333,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,66.45416666666668,0.0,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-23.33333333333333
KBX.XETRA,KBX.XETRA,1.666666666666667,-0.9666666666666667,-0.4222222222222222,-27.22222222222222,-21.11111111111111,1.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,68.75,59.861111111111114,61.111111111111114,36,80,32.770833333333336,-0.9666666666666667,-0.4222222222222222,False,False,False,False,False,False,False,False,False,1.0,68.75,-27.22222222222222
SIGN.SW,SIGN.SW,50.0,0.7,-0.13333333333333328,41.666666666666664,-6.666666666666664,0.0,1.0,60.0,50.0,0.0,50.0,0.0,50.0,49.166666666666664,75,1,53.75,68.75,50.833333333333336,36,80,77.1875,0.7,-0.13333333333333328,False,False,False,False,False,False,False,False,False,0.0,53.75,41.666666666666664
SRAIL.SW,SRAIL.SW,50.0,-0.9,-0.06666666666666671,-41.666666666666664,-3.3333333333333357,1.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,48.75,64.30555555555557,60.555555555555564,36,80,34.60416666666667,-0.9,-0.06666666666666671,False,False,False,False,False,False,False,False,False,1.0,48.75,-41.666666666666664
8TRA.XETRA,8TRA.XETRA,50.0,0.7,0.46666666666666656,11.666666666666671,23.33333333333333,0.0,1.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,82.20416666666668,0.7,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,11.666666666666671
SWON.SW,SWON.SW,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
NA9.XETRA,NA9.XETRA,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
VH2.XETRA,VH2.XETRA,85.0,0.7,0.46666666666666656,11.666666666666671,23.33333333333333,0.0,1.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,82.20416666666668,0.7,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,11.666666666666671
DTG.XETRA,DTG.XETRA,50.0,-0.9666666666666667,-0.38888888888888884,-28.88888888888889,-19.444444444444443,1.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,68.75,68.75,65.55555555555557,36,80,28.770833333333332,-0.9666666666666667,-0.38888888888888884,False,False,False,False,False,False,False,False,False,1.0,68.75,-28.88888888888889
P911.XETRA,P911.XETRA,0.0,-1.0,-0.1,-45.0,-5.0,1.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,48.75,55.416666666666664,56.111111111111114,36,80,36.35416666666667,-1.0,-0.1,False,False,False,False,False,False,False,False,False,1.0,48.75,-45.0
ACLN.SW,ACLN.SW,5.0,-0.1,-0.38888888888888884,14.444444444444443,-19.444444444444443,1.0,1.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,68.75,68.75,65.55555555555557,36,80,48.27083333333333,-0.1,-0.38888888888888884,False,False,False,False,False,False,False,False,False,1.0,68.75,14.444444444444443
014.F,014.F,50.0,-0.15,-0.4222222222222222,13.61111111111111,-21.11111111111111,1.0,1.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,68.75,59.861111111111114,61.111111111111114,36,80,51.14583333333333,-0.15,-0.4222222222222222,False,False,False,False,False,False,False,False,False,1.0,68.75,13.61111111111111
SDZ.SW,SDZ.SW,50.0,0.0,-0.1,5.0,-5.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,61.10416666666667,0.0,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,5.0
R3NK.XETRA,R3NK.XETRA,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
SUNN.SW,SUNN.SW,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
PFSE.XETRA,PFSE.XETRA,1.666666666666667,-0.9666666666666667,-0.4222222222222222,-27.22222222222222,-21.11111111111111,1.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,68.75,59.861111111111114,61.111111111111114,36,80,32.770833333333336,-0.9666666666666667,-0.4222222222222222,False,False,False,False,False,False,False,False,False,1.0,68.75,-27.22222222222222
SMG.SW,SMG.SW,0.0,-0.9833333333333333,-0.9833333333333333,0.0,-49.166666666666664,2.0,0.0,30.0,50.0,0.0,50.0,0.0,50.0,35.0,75,1,83.75,68.75,85.0,36,80,28.8125,-0.9833333333333333,-0.9833333333333333,False,False,False,False,False,False,True,False,True,2.0,83.75,0.0
OBCK.XETRA,OBCK.XETRA,50.0,-0.9,-0.06666666666666671,-41.666666666666664,-3.3333333333333357,1.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,48.75,64.30555555555557,60.555555555555564,36,80,34.60416666666667,-0.9,-0.06666666666666671,False,False,False,False,False,False,False,False,False,1.0,48.75,-41.666666666666664
3IN.LSE,3IN.LSE,50.0,-0.9,-0.06666666666666671,-41.666666666666664,-3.3333333333333357,1.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,48.75,64.30555555555557,60.555555555555564,36,80,34.60416666666667,-0.9,-0.06666666666666671,False,False,False,False,False,False,False,False,False,1.0,48.75,-41.666666666666664
ABDN.LSE,ABDN.LSE,50.0,0.0,0.46666666666666656,-23.33333333333333,23.33333333333333,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,66.45416666666668,0.0,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-23.33333333333333
ABF.LSE,ABF.LSE,50.0,0.0,-0.1,5.0,-5.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,61.10416666666667,0.0,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,5.0
ADM.LSE,ADM.LSE,50.0,0.0,-0.4222222222222222,21.11111111111111,-21.11111111111111,0.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,53.75,59.861111111111114,51.111111111111114,36,80,56.77083333333333,0.0,-0.4222222222222222,False,False,False,False,False,False,False,False,False,0.0,53.75,21.11111111111111
AIBG.LSE,AIBG.LSE,50.0,0.0,-0.9555555555555556,47.77777777777778,-47.77777777777778,0.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,53.75,68.75,65.0,36,80,48.77083333333333,0.0,-0.9555555555555556,False,False,False,False,False,False,True,False,True,0.0,53.75,47.77777777777778
ANTO.LSE,ANTO.LSE,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
ASHM.LSE,ASHM.LSE,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
AUTO.LSE,AUTO.LSE,50.0,0.0,0.46666666666666656,-23.33333333333333,23.33333333333333,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,66.45416666666668,0.0,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-23.33333333333333
AV.LSE,AV.LSE,50.0,0.0,-0.1,5.0,-5.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,61.10416666666667,0.0,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,5.0
AZN.LSE,AZN.LSE,50.0,0.0,-0.4222222222222222,21.11111111111111,-21.11111111111111,0.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,53.75,59.861111111111114,51.111111111111114,36,80,56.77083333333333,0.0,-0.4222222222222222,False,False,False,False,False,False,False,False,False,0.0,53.75,21.11111111111111
BA.LSE,BA.LSE,50.0,0.0,-0.9555555555555556,47.77777777777778,-47.77777777777778,0.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,53.75,68.75,65.0,36,80,48.77083333333333,0.0,-0.9555555555555556,False,False,False,False,False,False,True,False,True,0.0,53.75,47.77777777777778
BATS.LSE,BATS.LSE,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
BBY.LSE,BBY.LSE,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
BEZ.LSE,BEZ.LSE,50.0,0.0,0.46666666666666656,-23.33333333333333,23.33333333333333,0.0,0.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,66.45416666666668,0.0,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-23.33333333333333
BGEO.LSE,BGEO.LSE,50.0,0.0,0.35,-17.5,17.5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,70.0,63.33333333333333,75,0,33.75,48.75,36.66666666666667,36,80,62.4375,0.0,0.35,False,False,False,False,False,False,False,False,False,0.0,33.75,-17.5
BHP.LSE,BHP.LSE,1.666666666666667,-0.9666666666666667,-0.4222222222222222,-27.22222222222222,-21.11111111111111,1.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,68.75,59.861111111111114,61.111111111111114,36,80,32.770833333333336,-0.9666666666666667,-0.4222222222222222,False,False,False,False,False,False,False,False,False,1.0,68.75,-27.22222222222222
BKG.LSE,BKG.LSE,5.0,-0.9,-0.9555555555555556,2.7777777777777777,-47.77777777777778,1.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,68.75,68.75,75.0,36,80,26.270833333333332,-0.9,-0.9555555555555556,False,False,False,False,False,False,True,False,True,1.0,68.75,2.7777777777777777
BLND.LSE,BLND.LSE,85.0,0.7,-0.38888888888888884,54.44444444444444,-19.444444444444443,0.0,1.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,68.52083333333333,0.7,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,54.44444444444444
BNC.LSE,BNC.LSE,50.0,0.0,-0.45,22.5,-22.5,0.0,0.0,40.0,0.0,50.0,0.0,50.0,56.666666666666664,42.5,75,0,33.75,62.083333333333336,57.5,36,80,50.4375,0.0,-0.45,False,False,False,False,False,False,False,False,False,0.0,33.75,22.5
BNZL.LSE,BNZL.LSE,50.0,0.35,0.46666666666666656,-5.833333333333329,23.33333333333333,0.0,1.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,74.32916666666668,0.35,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,-5.833333333333329
BOY.LSE,BOY.LSE,85.0,-0.15,-0.1,-2.5,-5.0,1.0,1.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,48.75,55.416666666666664,56.111111111111114,36,80,55.47916666666667,-0.15,-0.1,False,False,False,False,False,False,False,False,False,1.0,48.75,-2.5
BREE.LSE,BREE.LSE,0.0,-0.9833333333333333,-0.9833333333333333,0.0,-49.166666666666664,2.0,0.0,30.0,50.0,0.0,50.0,0.0,50.0,35.0,75,1,83.75,68.75,85.0,36,80,28.8125,-0.9833333333333333,-0.9833333333333333,False,False,False,False,False,False,True,False,True,2.0,83.75,0.0
BT-A.LSE,BT-A.LSE,50.0,-0.9333333333333332,-0.9333333333333332,0.0,-46.666666666666664,2.0,0.0,30.0,50.0,50.0,50.0,50.0,50.0,35.0,75,1,83.75,68.75,85.0,36,80,19.9375,-0.9333333333333332,-0.9333333333333332,False,False,False,False,False,False,True,False,True,2.0,83.75,0.0
BTRW.LSE,BTRW.LSE,1.666666666666667,-0.38888888888888884,-0.38888888888888884,0.0,-19.444444444444443,2.0,1.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,83.75,68.75,75.55555555555557,36,80,39.52083333333333,-0.38888888888888884,-0.38888888888888884,False,False,False,False,False,False,False,False,False,2.0,83.75,0.0
BVA.LSE,BVA.LSE,5.0,-0.06666666666666671,-0.06666666666666671,0.0,-3.3333333333333357,1.0,1.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,48.75,64.30555555555557,60.555555555555564,36,80,53.35416666666667,-0.06666666666666671,-0.06666666666666671,False,False,False,False,False,False,False,False,False,1.0,48.75,0.0
BWY.LSE,BWY.LSE,50.0,0.46666666666666656,0.46666666666666656,0.0,23.33333333333333,0.0,2.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,76.95416666666668,0.46666666666666656,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,0.0
BYG.LSE,BYG.LSE,50.0,0.35,-0.1,22.5,-5.0,0.0,1.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,68.97916666666667,0.35,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,22.5
CCC.LSE,CCC.LSE,50.0,-0.15,-0.4222222222222222,13.61111111111111,-21.11111111111111,1.0,1.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,68.75,59.861111111111114,61.111111111111114,36,80,51.14583333333333,-0.15,-0.4222222222222222,False,False,False,False,False,False,False,False,False,1.0,68.75,13.61111111111111
CCH.LSE,CCH.LSE,50.0,-0.9833333333333333,-0.9555555555555556,-1.3888888888888888,-47.77777777777778,2.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,83.75,68.75,85.0,36,80,22.145833333333332,-0.9833333333333333,-0.9555555555555556,False,False,False,False,False,False,True,False,True,2.0,83.75,-1.3888888888888888
CHG.LSE,CHG.LSE,50.0,-0.9666666666666667,-0.38888888888888884,-28.88888888888889,-19.444444444444443,1.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,68.75,68.75,65.55555555555557,36,80,28.770833333333332,-0.9666666666666667,-0.38888888888888884,False,False,False,False,False,False,False,False,False,1.0,68.75,-28.88888888888889
CKN.LSE,CKN.LSE,50.0,-0.9,-0.06666666666666671,-41.666666666666664,-3.3333333333333357,1.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,48.75,64.30555555555557,60.555555555555564,36,80,34.60416666666667,-0.9,-0.06666666666666671,False,False,False,False,False,False,False,False,False,1.0,48.75,-41.666666666666664
CMCX.LSE,CMCX.LSE,50.0,0.7,0.46666666666666656,11.666666666666671,23.33333333333333,0.0,1.0,63.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,63.333333333333336,55,0,24.75,50.416666666666664,36.666666666666664,36,80,82.20416666666668,0.7,0.46666666666666656,False,False,False,False,False,False,False,False,False,0.0,24.75,11.666666666666671
CNA.LSE,CNA.LSE,50.0,0.0,-0.1,5.0,-5.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,63.333333333333336,53.888888888888886,75,0,33.75,55.416666666666664,46.111111111111114,36,80,61.10416666666667,0.0,-0.1,False,False,False,False,False,False,False,False,False,0.0,33.75,5.0
COA.LSE,COA.LSE,50.0,0.0,-0.4222222222222222,21.11111111111111,-21.11111111111111,0.0,0.0,36.666666666666664,33.333333333333336,0.0,33.333333333333336,0.0,58.888888888888886,48.888888888888886,75,1,53.75,59.861111111111114,51.111111111111114,36,80,56.77083333333333,0.0,-0.4222222222222222,False,False,False,False,False,False,False,False,False,0.0,53.75,21.11111111111111
CPG.LSE,CPG.LSE,50.0,0.0,-0.9555555555555556,47.77777777777778,-47.77777777777778,0.0,0.0,30.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,35.0,75,1,53.75,68.75,65.0,36,80,48.77083333333333,0.0,-0.9555555555555556,False,False,False,False,False,False,True,False,True,0.0,53.75,47.77777777777778
CSN.LSE,CSN.LSE,50.0,0.0,-0.38888888888888884,19.444444444444443,-19.444444444444443,0.0,0.0,50.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,50.0,44.444444444444436,75,1,53.75,68.75,55.555555555555564,36,80,52.77083333333333,0.0,-0.38888888888888884,False,False,False,False,False,False,False,False,False,0.0,53.75,19.444444444444443
CURY.LSE,CURY.LSE,50.0,0.0,-0.06666666666666671,3.3333333333333357,-3.3333333333333357,0.0,0.0,56.666666666666664,0.0,33.333333333333336,0.0,33.333333333333336,54.444444444444436,49.444444444444436,75,0,33.75,64.30555555555557,50.555555555555564,36,80,57.10416666666667,0.0,-0.06666666666666671,False,False,False,False,False,False,False,False,False,0.0,33.75,3.3333333333333357
