ticker,company_name,portfolio_aware_recommendation,clean_sheet_recommendation,llm_recommendation,branch_classification,recommendation_agreement,score_dispersion,portfolio_aware_rank,clean_sheet_rank,llm_score,disagreement_flag,final_review_required,target_weight_portfolio_aware,clean_sheet_target_weight,passes_hard_filters,dividend_safety_score,cash_flow_quality_score,balance_sheet_strength_score,final_recommendation_score,risk_management_flags,final_recommendation,final_target_weight,confidence_adjustment,baseline_weight,raw_drl_weight,projected_drl_weight,accepted_target_weight,acceptance_selected_weights_source,drl_challenger_status,final_selected_weights_source,drl_rejection_reasons,final_selected_weight
601328.SHG,Bank of Communications Co,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,8.526009623482173,79.0,110.0,54.427239856142975,True,True,0.05,0.0,True,75.05192523409508,76.14005169153293,42.50712758374911,59.51530467584774,narrative_review;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601336.SHG,New China Life Insurance Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,10.605099364940893,51.0,238.0,62.46837258121187,True,True,0.05,0.0,True,75.32715522908607,90.62272578093976,42.50712758374911,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601360.SHG,360 Security Technology Inc,Avoid,Avoid,Avoid,Reject,1.0,22.539924602012245,1278.0,1198.0,32.41672619809986,False,False,0.0,0.0,False,24.33681266591328,18.213809631654687,69.83286937766901,43.51484962576961,narrative_review;regime_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601377.SHG,Industrial Securities Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,10.237131384904448,309.0,321.0,56.14852864462333,True,True,0.05,0.0,True,55.273582688754544,88.78574728936474,42.50712758374911,59.007793981516926,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601390.SHG,China Railway Group Limited,Avoid,Avoid,Avoid,Reject,1.0,25.94066351533288,1021.0,1129.0,33.3131967811399,False,False,0.0,0.0,False,51.458936498600565,27.725368383908062,21.034167457286426,47.04684270071517,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601398.SHG,Industrial and Commercial Bank of China Ltd,Buy,Buy,Hold,Reject,0.6666666666666666,6.738878820891634,4.0,19.0,61.15436404477383,True,True,0.05,0.05,True,76.83705817896889,92.68947721794964,42.50712758374911,64.92772628401909,narrative_review;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601600.SHG,Aluminum Corp of China Ltd,Buy,Avoid,Hold,Portfolio-Aware Only,0.3333333333333333,20.15976492680619,149.0,579.0,63.14483795727948,True,True,0.05,0.0,True,69.70544869177698,74.05267710653504,77.58251391598517,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601601.SHG,China Pacific Insurance Group Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,8.938015067337773,103.0,200.0,58.71960877747184,True,True,0.05,0.0,True,61.68298443578894,92.6908790273196,42.50712758374911,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601628.SHG,China Life Insurance Co Ltd A,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,8.279617577426661,41.0,142.0,62.96822666995081,True,True,0.05,0.0,True,76.29493099444964,93.40983435047872,42.50712758374911,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601633.SHG,Great Wall Motor Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,7.588255318240865,165.0,91.0,53.7749201086107,True,True,0.05,0.0,True,55.808485254045934,69.93892122000243,82.22324451846951,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601658.SHG,Postal Savings Bank of China Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.007796005748332,40.0,52.0,61.84183829930312,True,True,0.05,0.0,True,72.33084720302222,90.67580420498508,42.50712758374911,63.0770186984642,narrative_review;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601668.SHG,China State Construction Engineering Corp Ltd,Avoid,Avoid,Avoid,Reject,1.0,22.416018255255317,962.0,919.0,30.28130870159737,False,False,0.0,0.0,False,55.919329048975925,21.965698327884667,18.52104518045202,46.84686356276504,narrative_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601669.SHG,Power Construction Corp of China Ltd,Avoid,Avoid,Avoid,Reject,1.0,23.30971089235509,1195.0,1212.0,26.63121691614212,False,False,0.0,0.0,False,40.1925033029617,33.51589463687472,4.217236845215558,42.73107169833394,narrative_review;regime_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601688.SHG,Huatai Securities Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,24.677493029956945,1098.0,1224.0,30.047826849423277,False,False,0.0,0.0,False,51.24411850313289,8.734449521923128,42.50712758374911,41.93682643877883,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601699.SHG,Shanxi LuAn Environmental Energy Development Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,21.67802718488376,727.0,807.0,48.35328603214218,False,False,0.0,0.0,False,25.375833658483877,65.91716761565243,75.14234483488548,58.55553417980113,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601728.SHG,China Telecom Corp Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,4.189974001470086,142.0,55.0,62.51755897152502,True,True,0.05,0.0,True,55.743195478375846,70.92534176438465,91.7585651238904,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601766.SHG,CRRC Corp Ltd Class A,Avoid,Avoid,Avoid,Reject,1.0,6.706332211874211,109.0,22.0,56.4791897613046,False,False,0.0,0.0,False,65.73026649375721,60.54520271385599,92.4720533716639,64.0,narrative_review;narrative_exclusion;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601788.SHG,Everbright Securities Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,8.928134020826075,579.0,337.0,49.79026190376196,False,False,0.0,0.0,False,43.945246766637375,82.80791672896352,42.50712758374911,54.805999812628286,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601800.SHG,China Communications Construction Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,21.68835972735011,1275.0,1305.0,21.526563891199835,False,False,0.0,0.0,False,30.772631627415272,26.61907697177692,8.773973650357089,38.01422130185581,narrative_review;regime_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601808.SHG,China Oilfield Services Ltd Class A,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,12.009774898406084,107.0,292.0,66.05739255160034,True,True,0.05,0.0,True,71.10033884501205,73.38760043958666,73.43934411985063,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Buy,Buy,Hold,Reject,0.6666666666666666,7.718136268691282,303.0,16.0,52.81027856129944,True,True,0.0439054773277033,0.05,True,43.251110992820784,80.42905100753663,70.01524705775586,62.996390303472936,narrative_review;,Hold,0.0,Review required or no LLM support,0.049999999999999996,0.047500000000000014,0.047500000000000014,0.049999999999999996,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.049999999999999996
601818.SHG,China Everbright Bank Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,6.688882822154617,26.0,51.0,60.19184896329384,False,False,0.0,0.0,False,78.19727693164705,81.6858384015585,42.50712758374911,61.98074486726464,alt_data_review;narrative_review;narrative_exclusion;ml_drawdown_risk;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601825.SHG,Shanghai Rural Commercial Bank Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,23.796489612796755,1175.0,1299.0,29.43854407923766,False,False,0.0,0.0,False,50.998815555539,4.7396937268306205,42.50712758374911,38.29150567176556,narrative_review;regime_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601838.SHG,Bank of Chengdu Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,7.108684535905872,14.0,81.0,61.90783695051965,True,True,0.05,0.0,True,83.82820545912232,80.83638174359011,42.50712758374911,62.38703114756896,alt_data_review;narrative_review;ml_drawdown_risk;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601857.SHG,PetroChina Co Ltd Class A,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,11.252337329658513,139.0,291.0,53.40221912217648,True,True,0.05,0.0,True,64.86717781903681,57.60611014172523,84.88124421498013,64.0,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601868.SHG,China Energy Engineering Corp Ltd,Avoid,Avoid,Avoid,Reject,1.0,21.566141000618614,1281.0,1308.0,19.457725401564566,False,False,0.0,0.0,False,37.11162229352311,25.736718273650705,9.660085583681331,37.83157874762755,narrative_review;narrative_exclusion;regime_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601872.SHG,China Merchants Energy Shipping Co Ltd,Hold,Avoid,Avoid,Reject,0.6666666666666666,24.69004388115816,1135.0,1108.0,33.30998292383607,True,True,0.0,0.0,True,41.01401990986034,35.63129396877646,54.25031382376007,48.35172944783308,narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601877.SHG,Zhejiang Chint Electrics Co,Buy,Avoid,Hold,Portfolio-Aware Only,0.3333333333333333,16.295388723432527,199.0,511.0,52.88857201293752,True,True,0.05,0.0,True,63.49932414643325,74.6675476353208,43.61459635544824,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601881.SHG,China Galaxy Securities Co Ltd Class A,Avoid,Avoid,Avoid,Reject,1.0,22.764392795035143,1225.0,1312.0,25.193048866888148,False,False,0.0,0.0,False,43.09311292695637,6.228029419011981,42.50712758374911,37.42392688319679,narrative_review;regime_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601888.SHG,China International Travel Service Corp Ltd,Avoid,Avoid,Avoid,Reject,1.0,23.763360193769227,696.0,848.0,50.04116139748375,False,False,0.0,0.0,False,40.66494954399965,49.73195586046353,96.11608649472406,59.36198721881834,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601898.SHG,China Coal Energy Co Ltd,Hold,Avoid,Avoid,Reject,0.6666666666666666,20.46529160672066,631.0,761.0,43.23053261962372,True,True,0.0,0.0,True,45.71145230722142,51.03527874051107,82.15157844971448,58.36537524017307,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601899.SHG,Zijin Mining Group Co Ltd Class A,Buy,Avoid,Hold,Portfolio-Aware Only,0.3333333333333333,20.78661487061728,160.0,618.0,62.26980520098569,True,True,0.05,0.0,True,70.38304341571487,50.78778250126886,81.78140127552413,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Hold,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601901.SHG,Founder Securities Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,24.702096368468474,1041.0,985.0,35.05099260833494,False,False,0.0,0.0,False,46.8093661776127,24.398046431402243,42.50712758374911,43.429208939340704,narrative_review;narrative_exclusion;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601916.SHG,China Zheshang Bank Co Ltd,Avoid,Avoid,Avoid,Reject,1.0,24.60889075847929,1143.0,1272.0,33.495285662865165,False,False,0.0,0.0,False,46.327171444472185,5.829083801833594,42.50712758374911,39.97619145104223,narrative_review;regime_review;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601919.SHG,COSCO SHIPPING Holdings Co Ltd,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,6.465770808067228,170.0,64.0,55.83660788442478,True,True,0.05,0.0,True,58.6748255660204,55.01531406074479,85.65099859047102,64.0,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601939.SHG,China Construction Bank Co,Avoid,Avoid,Avoid,Reject,1.0,6.591701316215253,24.0,73.0,61.77321468777076,False,False,0.0,0.0,False,72.37618998710221,89.58165891845059,42.50712758374911,63.69886704019078,narrative_review;narrative_exclusion;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601958.SHG,Jinduicheng Molybdenum Co Ltd,Hold,Avoid,Hold,Reject,0.6666666666666666,32.573057793934446,680.0,1012.0,51.510682910430376,True,True,0.0,0.0,True,56.85054104975738,37.98078586986709,98.57816391027583,59.78995309693977,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Watchlist,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601985.SHG,China National Nuclear Power,Avoid,Avoid,Avoid,Reject,1.0,23.6238832690868,1170.0,1284.0,23.404635815164543,False,False,0.0,0.0,False,43.02722516447392,20.266897884774394,6.247063210831797,39.34295036762538,narrative_review;narrative_exclusion;ml_dividend_cut_risk;ml_downside_tail_risk;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601988.SHG,Bank of China Limited,Avoid,Avoid,Avoid,Reject,1.0,6.8574477210033695,29.0,77.0,60.95330592096225,False,False,0.0,0.0,False,72.61193487246655,84.57359399616377,42.50712758374911,63.43351746818181,narrative_review;narrative_exclusion;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601991.SHG,Datang International Power Generation Co Ltd Class A,Avoid,Avoid,Avoid,Reject,1.0,27.61146262570124,893.0,1060.0,31.662079625191225,False,False,0.0,0.0,False,45.06842068715297,58.77102349392418,11.581001682552156,51.60120177945155,alt_data_review;narrative_review;ml_dividend_cut_risk;ml_drawdown_risk;ml_downside_tail_risk;ml_forecast_uncertainty;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,Avoid,0.0,Review required or no LLM support,,,,,,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
601998.SHG,China Citic Bank Corp Ltd Class A,Buy,Hold,Hold,Portfolio-Aware Only,0.6666666666666666,7.392717364420767,48.0,108.0,61.04721327569362,True,True,0.05,0.0,True,76.53101642095834,85.29352337202795,42.50712758374911,62.08638589413254,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,Hold,0.0,Review required or no LLM support,0.0,0.0,0.0,0.0,baseline_optimiser,rejected_baseline_fallback,baseline_optimiser,"('drl_did_not_improve_oos_net_sharpe', 'drl_worsened_oos_drawdown', 'oos_active_return_not_statistically_positive', 'all_ppo_seeds_failed_validation_guard', 'insufficient_prospective_shadow_cycles')",0.0
