document_id,security_id,ticker,concept_id,concept_text,concept_category,concept_polarity,concept_severity,concept_confidence,publication_timestamp,source_type
NARR-009-3,WOLF009,WLF009,NARR-009-3-management_resignation,management resignation,management,negative,75,80,2026-05-01,news
NARR-009-4,WOLF009,WLF009,NARR-009-4-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-10,news
NARR-009-4,WOLF009,WLF009,NARR-009-4-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-10,news
NARR-009-4,WOLF009,WLF009,NARR-009-4-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-10,news
NARR-009-4,WOLF009,WLF009,NARR-009-4-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-10,news
NARR-009-4,WOLF009,WLF009,NARR-009-4-deleveraging,deleveraging,debt,positive,35,80,2026-04-10,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-resilient_demand,resilient demand,demand,positive,35,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-margin_expansion,margin expansion,margin,positive,35,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-guidance_raised,guidance raised,guidance,positive,40,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-share_buyback,share buyback,buyback,positive,35,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-major_contract_win,major contract win,order_book,positive,40,80,2026-03-20,news
NARR-009-5,WOLF009,WLF009,NARR-009-5-pricing_power,pricing power,pricing_power,positive,35,80,2026-03-20,news
NARR-010-1,WOLF010,WLF010,NARR-010-1-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-06-07,news
NARR-010-1,WOLF010,WLF010,NARR-010-1-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-06-07,news
NARR-010-1,WOLF010,WLF010,NARR-010-1-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-06-07,news
NARR-010-1,WOLF010,WLF010,NARR-010-1-impairment,impairment,impairment,negative,75,80,2026-06-07,news
NARR-010-1,WOLF010,WLF010,NARR-010-1-distress,distress,distress,negative,90,80,2026-06-07,news
NARR-010-2,WOLF010,WLF010,NARR-010-2-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-05-17,news
NARR-010-2,WOLF010,WLF010,NARR-010-2-litigation_risk,litigation risk,litigation,negative,80,80,2026-05-17,news
NARR-010-2,WOLF010,WLF010,NARR-010-2-governance_concern,governance concern,governance,negative,85,80,2026-05-17,news
NARR-010-2,WOLF010,WLF010,NARR-010-2-management_resignation,management resignation,management,negative,75,80,2026-05-17,news
NARR-010-3,WOLF010,WLF010,NARR-010-3-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-26,news
NARR-010-3,WOLF010,WLF010,NARR-010-3-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-26,news
NARR-010-3,WOLF010,WLF010,NARR-010-3-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-26,news
NARR-010-3,WOLF010,WLF010,NARR-010-3-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-26,news
NARR-010-3,WOLF010,WLF010,NARR-010-3-deleveraging,deleveraging,debt,positive,35,80,2026-04-26,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-resilient_demand,resilient demand,demand,positive,35,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-margin_expansion,margin expansion,margin,positive,35,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-guidance_raised,guidance raised,guidance,positive,40,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-share_buyback,share buyback,buyback,positive,35,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-major_contract_win,major contract win,order_book,positive,40,80,2026-04-05,news
NARR-010-4,WOLF010,WLF010,NARR-010-4-pricing_power,pricing power,pricing_power,positive,35,80,2026-04-05,news
NARR-010-5,WOLF010,WLF010,NARR-010-5-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-15,news
NARR-010-5,WOLF010,WLF010,NARR-010-5-annual_report_released,annual report released,growth,neutral,20,80,2026-03-15,news
NARR-010-5,WOLF010,WLF010,NARR-010-5-board_meeting_update,board meeting update,management,neutral,20,80,2026-03-15,news
NARR-010-5,WOLF010,WLF010,NARR-010-5-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-03-15,news
NARR-011-1,WOLF011,WLF011,NARR-011-1-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-06-02,news
NARR-011-1,WOLF011,WLF011,NARR-011-1-litigation_risk,litigation risk,litigation,negative,80,80,2026-06-02,news
NARR-011-1,WOLF011,WLF011,NARR-011-1-governance_concern,governance concern,governance,negative,85,80,2026-06-02,news
NARR-011-1,WOLF011,WLF011,NARR-011-1-management_resignation,management resignation,management,negative,75,80,2026-06-02,news
NARR-011-2,WOLF011,WLF011,NARR-011-2-dividend_increase,dividend increase,dividend,positive,45,80,2026-05-12,news
NARR-011-2,WOLF011,WLF011,NARR-011-2-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-05-12,news
NARR-011-2,WOLF011,WLF011,NARR-011-2-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-05-12,news
NARR-011-2,WOLF011,WLF011,NARR-011-2-cash_flow,cash flow,cash_flow,positive,35,80,2026-05-12,news
NARR-011-2,WOLF011,WLF011,NARR-011-2-deleveraging,deleveraging,debt,positive,35,80,2026-05-12,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-resilient_demand,resilient demand,demand,positive,35,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-margin_expansion,margin expansion,margin,positive,35,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-guidance_raised,guidance raised,guidance,positive,40,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-share_buyback,share buyback,buyback,positive,35,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-major_contract_win,major contract win,order_book,positive,40,80,2026-04-21,news
NARR-011-3,WOLF011,WLF011,NARR-011-3-pricing_power,pricing power,pricing_power,positive,35,80,2026-04-21,news
NARR-011-4,WOLF011,WLF011,NARR-011-4-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-31,news
NARR-011-4,WOLF011,WLF011,NARR-011-4-annual_report_released,annual report released,growth,neutral,20,80,2026-03-31,news
NARR-011-4,WOLF011,WLF011,NARR-011-4-board_meeting_update,board meeting update,management,neutral,20,80,2026-03-31,news
NARR-011-4,WOLF011,WLF011,NARR-011-4-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-03-31,news
NARR-011-5,WOLF011,WLF011,NARR-011-5-weak_demand,weak demand,demand,negative,70,80,2026-03-10,analyst_commentary
NARR-011-5,WOLF011,WLF011,NARR-011-5-margin_pressure,margin pressure,margin,negative,70,80,2026-03-10,analyst_commentary
NARR-011-5,WOLF011,WLF011,NARR-011-5-guidance_cut,guidance cut,guidance,negative,75,80,2026-03-10,analyst_commentary
NARR-011-5,WOLF011,WLF011,NARR-011-5-profit_warning,profit warning,profit_warning,negative,85,80,2026-03-10,analyst_commentary
NARR-011-5,WOLF011,WLF011,NARR-011-5-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-03-10,analyst_commentary
NARR-012-1,WOLF012,WLF012,NARR-012-1-dividend_increase,dividend increase,dividend,positive,45,80,2026-05-28,news
NARR-012-1,WOLF012,WLF012,NARR-012-1-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-05-28,news
NARR-012-1,WOLF012,WLF012,NARR-012-1-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-05-28,news
NARR-012-1,WOLF012,WLF012,NARR-012-1-cash_flow,cash flow,cash_flow,positive,35,80,2026-05-28,news
NARR-012-1,WOLF012,WLF012,NARR-012-1-deleveraging,deleveraging,debt,positive,35,80,2026-05-28,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-dividend_increase,dividend increase,dividend,positive,45,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-cash_flow,cash flow,cash_flow,positive,35,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-resilient_demand,resilient demand,demand,positive,35,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-margin_expansion,margin expansion,margin,positive,35,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-guidance_raised,guidance raised,guidance,positive,40,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-share_buyback,share buyback,buyback,positive,35,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-major_contract_win,major contract win,order_book,positive,40,80,2026-05-07,news
NARR-012-2,WOLF012,WLF012,NARR-012-2-pricing_power,pricing power,pricing_power,positive,35,80,2026-05-07,news
NARR-012-3,WOLF012,WLF012,NARR-012-3-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-16,news
NARR-012-3,WOLF012,WLF012,NARR-012-3-annual_report_released,annual report released,growth,neutral,20,80,2026-04-16,news
NARR-012-3,WOLF012,WLF012,NARR-012-3-board_meeting_update,board meeting update,management,neutral,20,80,2026-04-16,news
NARR-012-3,WOLF012,WLF012,NARR-012-3-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-04-16,news
NARR-012-4,WOLF012,WLF012,NARR-012-4-weak_demand,weak demand,demand,negative,70,80,2026-03-26,analyst_commentary
NARR-012-4,WOLF012,WLF012,NARR-012-4-margin_pressure,margin pressure,margin,negative,70,80,2026-03-26,analyst_commentary
NARR-012-4,WOLF012,WLF012,NARR-012-4-guidance_cut,guidance cut,guidance,negative,75,80,2026-03-26,analyst_commentary
NARR-012-4,WOLF012,WLF012,NARR-012-4-profit_warning,profit warning,profit_warning,negative,85,80,2026-03-26,analyst_commentary
NARR-012-4,WOLF012,WLF012,NARR-012-4-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-03-26,analyst_commentary
NARR-012-5,WOLF012,WLF012,NARR-012-5-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-03-05,news
NARR-012-5,WOLF012,WLF012,NARR-012-5-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-03-05,news
NARR-012-5,WOLF012,WLF012,NARR-012-5-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-03-05,news
NARR-012-5,WOLF012,WLF012,NARR-012-5-impairment,impairment,impairment,negative,75,80,2026-03-05,news
NARR-012-5,WOLF012,WLF012,NARR-012-5-distress,distress,distress,negative,90,80,2026-03-05,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-dividend_increase,dividend increase,dividend,positive,45,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-cash_flow,cash flow,cash_flow,positive,35,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-resilient_demand,resilient demand,demand,positive,35,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-margin_expansion,margin expansion,margin,positive,35,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-guidance_raised,guidance raised,guidance,positive,40,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-share_buyback,share buyback,buyback,positive,35,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-major_contract_win,major contract win,order_book,positive,40,80,2026-05-23,news
NARR-013-1,WOLF013,WLF013,NARR-013-1-pricing_power,pricing power,pricing_power,positive,35,80,2026-05-23,news
NARR-013-2,WOLF013,WLF013,NARR-013-2-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-05-02,news
NARR-013-2,WOLF013,WLF013,NARR-013-2-annual_report_released,annual report released,growth,neutral,20,80,2026-05-02,news
NARR-013-2,WOLF013,WLF013,NARR-013-2-board_meeting_update,board meeting update,management,neutral,20,80,2026-05-02,news
NARR-013-2,WOLF013,WLF013,NARR-013-2-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-05-02,news
NARR-013-3,WOLF013,WLF013,NARR-013-3-weak_demand,weak demand,demand,negative,70,80,2026-04-11,analyst_commentary
NARR-013-3,WOLF013,WLF013,NARR-013-3-margin_pressure,margin pressure,margin,negative,70,80,2026-04-11,analyst_commentary
NARR-013-3,WOLF013,WLF013,NARR-013-3-guidance_cut,guidance cut,guidance,negative,75,80,2026-04-11,analyst_commentary
NARR-013-3,WOLF013,WLF013,NARR-013-3-profit_warning,profit warning,profit_warning,negative,85,80,2026-04-11,analyst_commentary
NARR-013-3,WOLF013,WLF013,NARR-013-3-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-04-11,analyst_commentary
NARR-013-4,WOLF013,WLF013,NARR-013-4-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-03-21,news
NARR-013-4,WOLF013,WLF013,NARR-013-4-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-03-21,news
NARR-013-4,WOLF013,WLF013,NARR-013-4-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-03-21,news
NARR-013-4,WOLF013,WLF013,NARR-013-4-impairment,impairment,impairment,negative,75,80,2026-03-21,news
NARR-013-4,WOLF013,WLF013,NARR-013-4-distress,distress,distress,negative,90,80,2026-03-21,news
NARR-013-5,WOLF013,WLF013,NARR-013-5-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-02-28,news
NARR-013-5,WOLF013,WLF013,NARR-013-5-litigation_risk,litigation risk,litigation,negative,80,80,2026-02-28,news
NARR-013-5,WOLF013,WLF013,NARR-013-5-governance_concern,governance concern,governance,negative,85,80,2026-02-28,news
NARR-013-5,WOLF013,WLF013,NARR-013-5-management_resignation,management resignation,management,negative,75,80,2026-02-28,news
NARR-014-1,WOLF014,WLF014,NARR-014-1-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-05-18,news
NARR-014-1,WOLF014,WLF014,NARR-014-1-annual_report_released,annual report released,growth,neutral,20,80,2026-05-18,news
NARR-014-1,WOLF014,WLF014,NARR-014-1-board_meeting_update,board meeting update,management,neutral,20,80,2026-05-18,news
NARR-014-1,WOLF014,WLF014,NARR-014-1-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-05-18,news
NARR-014-2,WOLF014,WLF014,NARR-014-2-weak_demand,weak demand,demand,negative,70,80,2026-04-27,analyst_commentary
NARR-014-2,WOLF014,WLF014,NARR-014-2-margin_pressure,margin pressure,margin,negative,70,80,2026-04-27,analyst_commentary
NARR-014-2,WOLF014,WLF014,NARR-014-2-guidance_cut,guidance cut,guidance,negative,75,80,2026-04-27,analyst_commentary
NARR-014-2,WOLF014,WLF014,NARR-014-2-profit_warning,profit warning,profit_warning,negative,85,80,2026-04-27,analyst_commentary
NARR-014-2,WOLF014,WLF014,NARR-014-2-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-04-27,analyst_commentary
NARR-014-3,WOLF014,WLF014,NARR-014-3-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-04-06,news
NARR-014-3,WOLF014,WLF014,NARR-014-3-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-04-06,news
NARR-014-3,WOLF014,WLF014,NARR-014-3-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-04-06,news
NARR-014-3,WOLF014,WLF014,NARR-014-3-impairment,impairment,impairment,negative,75,80,2026-04-06,news
NARR-014-3,WOLF014,WLF014,NARR-014-3-distress,distress,distress,negative,90,80,2026-04-06,news
NARR-014-4,WOLF014,WLF014,NARR-014-4-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-03-16,news
NARR-014-4,WOLF014,WLF014,NARR-014-4-litigation_risk,litigation risk,litigation,negative,80,80,2026-03-16,news
NARR-014-4,WOLF014,WLF014,NARR-014-4-governance_concern,governance concern,governance,negative,85,80,2026-03-16,news
NARR-014-4,WOLF014,WLF014,NARR-014-4-management_resignation,management resignation,management,negative,75,80,2026-03-16,news
NARR-014-5,WOLF014,WLF014,NARR-014-5-dividend_increase,dividend increase,dividend,positive,45,80,2026-02-23,news
NARR-014-5,WOLF014,WLF014,NARR-014-5-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-02-23,news
NARR-014-5,WOLF014,WLF014,NARR-014-5-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-02-23,news
NARR-014-5,WOLF014,WLF014,NARR-014-5-cash_flow,cash flow,cash_flow,positive,35,80,2026-02-23,news
NARR-014-5,WOLF014,WLF014,NARR-014-5-deleveraging,deleveraging,debt,positive,35,80,2026-02-23,news
NARR-015-1,WOLF015,WLF015,NARR-015-1-weak_demand,weak demand,demand,negative,70,80,2026-05-13,analyst_commentary
NARR-015-1,WOLF015,WLF015,NARR-015-1-margin_pressure,margin pressure,margin,negative,70,80,2026-05-13,analyst_commentary
NARR-015-1,WOLF015,WLF015,NARR-015-1-guidance_cut,guidance cut,guidance,negative,75,80,2026-05-13,analyst_commentary
NARR-015-1,WOLF015,WLF015,NARR-015-1-profit_warning,profit warning,profit_warning,negative,85,80,2026-05-13,analyst_commentary
NARR-015-1,WOLF015,WLF015,NARR-015-1-cost_pressure,cost pressure,cost_pressure,negative,65,80,2026-05-13,analyst_commentary
NARR-015-2,WOLF015,WLF015,NARR-015-2-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-04-22,news
NARR-015-2,WOLF015,WLF015,NARR-015-2-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-04-22,news
NARR-015-2,WOLF015,WLF015,NARR-015-2-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-04-22,news
NARR-015-2,WOLF015,WLF015,NARR-015-2-impairment,impairment,impairment,negative,75,80,2026-04-22,news
NARR-015-2,WOLF015,WLF015,NARR-015-2-distress,distress,distress,negative,90,80,2026-04-22,news
NARR-015-3,WOLF015,WLF015,NARR-015-3-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-04-01,news
NARR-015-3,WOLF015,WLF015,NARR-015-3-litigation_risk,litigation risk,litigation,negative,80,80,2026-04-01,news
NARR-015-3,WOLF015,WLF015,NARR-015-3-governance_concern,governance concern,governance,negative,85,80,2026-04-01,news
NARR-015-3,WOLF015,WLF015,NARR-015-3-management_resignation,management resignation,management,negative,75,80,2026-04-01,news
NARR-015-4,WOLF015,WLF015,NARR-015-4-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-11,news
NARR-015-4,WOLF015,WLF015,NARR-015-4-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-11,news
NARR-015-4,WOLF015,WLF015,NARR-015-4-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-11,news
NARR-015-4,WOLF015,WLF015,NARR-015-4-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-11,news
NARR-015-4,WOLF015,WLF015,NARR-015-4-deleveraging,deleveraging,debt,positive,35,80,2026-03-11,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-dividend_increase,dividend increase,dividend,positive,45,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-cash_flow,cash flow,cash_flow,positive,35,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-resilient_demand,resilient demand,demand,positive,35,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-margin_expansion,margin expansion,margin,positive,35,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-guidance_raised,guidance raised,guidance,positive,40,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-share_buyback,share buyback,buyback,positive,35,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-major_contract_win,major contract win,order_book,positive,40,80,2026-02-18,news
NARR-015-5,WOLF015,WLF015,NARR-015-5-pricing_power,pricing power,pricing_power,positive,35,80,2026-02-18,news
NARR-016-1,WOLF016,WLF016,NARR-016-1-debt_refinancing_pressure,debt refinancing pressure,refinancing,negative,85,80,2026-05-08,news
NARR-016-1,WOLF016,WLF016,NARR-016-1-credit_downgrade,credit downgrade,credit_stress,negative,85,80,2026-05-08,news
NARR-016-1,WOLF016,WLF016,NARR-016-1-liquidity_pressure,liquidity pressure,liquidity,negative,85,80,2026-05-08,news
NARR-016-1,WOLF016,WLF016,NARR-016-1-impairment,impairment,impairment,negative,75,80,2026-05-08,news
NARR-016-1,WOLF016,WLF016,NARR-016-1-distress,distress,distress,negative,90,80,2026-05-08,news
NARR-016-2,WOLF016,WLF016,NARR-016-2-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-04-17,news
NARR-016-2,WOLF016,WLF016,NARR-016-2-litigation_risk,litigation risk,litigation,negative,80,80,2026-04-17,news
NARR-016-2,WOLF016,WLF016,NARR-016-2-governance_concern,governance concern,governance,negative,85,80,2026-04-17,news
NARR-016-2,WOLF016,WLF016,NARR-016-2-management_resignation,management resignation,management,negative,75,80,2026-04-17,news
NARR-016-3,WOLF016,WLF016,NARR-016-3-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-27,news
NARR-016-3,WOLF016,WLF016,NARR-016-3-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-27,news
NARR-016-3,WOLF016,WLF016,NARR-016-3-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-27,news
NARR-016-3,WOLF016,WLF016,NARR-016-3-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-27,news
NARR-016-3,WOLF016,WLF016,NARR-016-3-deleveraging,deleveraging,debt,positive,35,80,2026-03-27,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-resilient_demand,resilient demand,demand,positive,35,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-margin_expansion,margin expansion,margin,positive,35,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-guidance_raised,guidance raised,guidance,positive,40,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-share_buyback,share buyback,buyback,positive,35,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-major_contract_win,major contract win,order_book,positive,40,80,2026-03-06,news
NARR-016-4,WOLF016,WLF016,NARR-016-4-pricing_power,pricing power,pricing_power,positive,35,80,2026-03-06,news
NARR-016-5,WOLF016,WLF016,NARR-016-5-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-02-13,news
NARR-016-5,WOLF016,WLF016,NARR-016-5-annual_report_released,annual report released,growth,neutral,20,80,2026-02-13,news
NARR-016-5,WOLF016,WLF016,NARR-016-5-board_meeting_update,board meeting update,management,neutral,20,80,2026-02-13,news
NARR-016-5,WOLF016,WLF016,NARR-016-5-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-02-13,news
NARR-017-1,WOLF017,WLF017,NARR-017-1-regulatory_probe,regulatory probe,regulation,negative,85,80,2026-05-03,news
NARR-017-1,WOLF017,WLF017,NARR-017-1-litigation_risk,litigation risk,litigation,negative,80,80,2026-05-03,news
NARR-017-1,WOLF017,WLF017,NARR-017-1-governance_concern,governance concern,governance,negative,85,80,2026-05-03,news
NARR-017-1,WOLF017,WLF017,NARR-017-1-management_resignation,management resignation,management,negative,75,80,2026-05-03,news
NARR-017-2,WOLF017,WLF017,NARR-017-2-dividend_increase,dividend increase,dividend,positive,45,80,2026-04-12,news
NARR-017-2,WOLF017,WLF017,NARR-017-2-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-04-12,news
NARR-017-2,WOLF017,WLF017,NARR-017-2-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-04-12,news
NARR-017-2,WOLF017,WLF017,NARR-017-2-cash_flow,cash flow,cash_flow,positive,35,80,2026-04-12,news
NARR-017-2,WOLF017,WLF017,NARR-017-2-deleveraging,deleveraging,debt,positive,35,80,2026-04-12,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-dividend_increase,dividend increase,dividend,positive,45,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-strong_cash_flow,strong cash flow,cash_flow,positive,45,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-cash_flow,cash flow,cash_flow,positive,35,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-resilient_demand,resilient demand,demand,positive,35,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-margin_expansion,margin expansion,margin,positive,35,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-guidance_raised,guidance raised,guidance,positive,40,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-share_buyback,share buyback,buyback,positive,35,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-major_contract_win,major contract win,order_book,positive,40,80,2026-03-22,news
NARR-017-3,WOLF017,WLF017,NARR-017-3-pricing_power,pricing power,pricing_power,positive,35,80,2026-03-22,news
NARR-017-4,WOLF017,WLF017,NARR-017-4-ordinary_dividend_confirmed,ordinary dividend confirmed,dividend,positive,30,80,2026-03-01,news
NARR-017-4,WOLF017,WLF017,NARR-017-4-annual_report_released,annual report released,growth,neutral,20,80,2026-03-01,news
NARR-017-4,WOLF017,WLF017,NARR-017-4-board_meeting_update,board meeting update,management,neutral,20,80,2026-03-01,news
NARR-017-4,WOLF017,WLF017,NARR-017-4-quarterly_trading_update,quarterly trading update,growth,neutral,20,80,2026-03-01,news
NARR-017-5,WOLF017,WLF017,NARR-017-5-weak_demand,weak demand,demand,negative,70,80,2026-02-08,analyst_commentary
